DATAFLOW,LAST UPDATE,freq,unit,sex,indic_he,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2005,42.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2006,52.0,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2007,51.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2008,53.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2009,53.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2010,51.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2011,43.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2012,51.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2013,53.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2014,55.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2015,50.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2016,60.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2017,55.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2018,47.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2019,47.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2020,49.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CY:Cyprus,2021,59.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2005,53.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2006,51.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2007,57.9,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2008,56.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2009,56.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2010,57.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2011,56.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2012,57.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2013,57.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2014,57.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2015,57.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2016,56.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2017,54.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2018,54.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2019,52.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2020,53.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,CZ:Czechia,2021,56.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2005,40.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2006,46.6,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2007,47.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2008,43.5,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2009,43.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2010,45.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2011,45.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2012,43.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2013,43.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2014,41.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2015,65.0,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2016,64.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2017,64.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2018,64.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2019,65.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2020,62.2,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DE:Germany,2021,61.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2004,75.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2005,75.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2006,73.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2007,73.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2008,64.2,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2009,64.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2010,67.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2011,67.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2012,64.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2013,63.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2014,62.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2015,59.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2016,60.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2017,59.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2018,58.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2019,57.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2020,58.6,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,DK:Denmark,2021,50.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2004,39.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2005,34.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2006,37.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2007,37.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2008,40.5,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2009,44.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2010,44.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2011,42.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2012,40.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2013,41.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2014,41.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2015,39.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2016,46.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2017,42.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2018,41.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2019,45.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2020,47.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EE:Estonia,2021,49.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2004,60.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2005,62.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2006,63.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2007,61.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2008,55.6,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2009,54.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2010,57.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2011,55.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2012,51.3,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2013,50.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2014,49.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2015,51.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2016,52.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2017,53.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2018,52.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2019,53.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2020,54.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EL:Greece,2021,56.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2004,53.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2005,53.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2006,54.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2007,55.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2008,51.6,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2009,49.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2010,52.0,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2011,53.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2012,53.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2013,50.5,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2014,52.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2015,51.6,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2016,55.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2017,63.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2018,59.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2019,62.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2020,59.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,ES:Spain,2021,52.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2004,58.9,e
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2005,53.2,e
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2006,53.3,e
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2007,53.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2008,50.8,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2009,50.1,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2010,51.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2011,50.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2012,50.7,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2013,50.2,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2014,49.8,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2015,54.4,b
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2016,56.4,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2017,56.9,
ESTAT:HLTH_HLYE(1.0),12/06/23 23:00:00,A:Annual,PC:Percentage,F:Females,HLY_PC_50:Healthy life years at 50 in percentage of the total life expectancy,EU27_2020:European Union - 27 countries (from 2020),2018,56.8,
