DATAFLOW,LAST UPDATE,freq,sex,age,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,BG:Bulgaria,2022,2206,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CH:Switzerland,2014,1346,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CH:Switzerland,2015,1476,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CH:Switzerland,2016,1466,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CH:Switzerland,2017,1519,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CH:Switzerland,2018,1483,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CH:Switzerland,2019,1628,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CH:Switzerland,2020,1567,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CH:Switzerland,2021,1501,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CH:Switzerland,2022,1614,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CY:Cyprus,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CY:Cyprus,2015,192,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CY:Cyprus,2016,191,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CY:Cyprus,2017,182,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CY:Cyprus,2018,164,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CY:Cyprus,2019,162,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CY:Cyprus,2020,156,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CY:Cyprus,2021,154,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CY:Cyprus,2022,150,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CZ:Czechia,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CZ:Czechia,2015,1342,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CZ:Czechia,2016,1279,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CZ:Czechia,2017,1252,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CZ:Czechia,2018,1225,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CZ:Czechia,2019,1264,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CZ:Czechia,2020,1205,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CZ:Czechia,2021,1123,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,CZ:Czechia,2022,1209,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DE:Germany,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DE:Germany,2015,16080,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DE:Germany,2016,16137,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DE:Germany,2017,15356,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DE:Germany,2018,15107,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DE:Germany,2019,14121,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DE:Germany,2020,16735,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DE:Germany,2021,17255,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DE:Germany,2022,17336,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DK:Denmark,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DK:Denmark,2015,1045,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DK:Denmark,2016,992,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DK:Denmark,2017,1013,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DK:Denmark,2018,1000,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DK:Denmark,2019,994,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DK:Denmark,2020,970,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DK:Denmark,2021,1000,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,DK:Denmark,2022,997,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA19:Euro area - 19 countries  (2015-2022),2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA19:Euro area - 19 countries  (2015-2022),2015,76356,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA19:Euro area - 19 countries  (2015-2022),2016,76035,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA19:Euro area - 19 countries  (2015-2022),2017,72641,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA19:Euro area - 19 countries  (2015-2022),2018,71550,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA19:Euro area - 19 countries  (2015-2022),2019,69370,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA19:Euro area - 19 countries  (2015-2022),2020,72569,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA19:Euro area - 19 countries  (2015-2022),2021,73726,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA19:Euro area - 19 countries  (2015-2022),2022,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA20:Euro area – 20 countries (from 2023),2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA20:Euro area – 20 countries (from 2023),2015,77378,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA20:Euro area – 20 countries (from 2023),2016,77009,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA20:Euro area – 20 countries (from 2023),2017,73616,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA20:Euro area – 20 countries (from 2023),2018,72448,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA20:Euro area – 20 countries (from 2023),2019,70160,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA20:Euro area – 20 countries (from 2023),2020,73322,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA20:Euro area – 20 countries (from 2023),2021,74727,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EA20:Euro area – 20 countries (from 2023),2022,74823,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EE:Estonia,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EE:Estonia,2015,307,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EE:Estonia,2016,301,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EE:Estonia,2017,303,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EE:Estonia,2018,308,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EE:Estonia,2019,311,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EE:Estonia,2020,300,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EE:Estonia,2021,293,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EE:Estonia,2022,332,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EL:Greece,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EL:Greece,2015,3470,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EL:Greece,2016,3469,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EL:Greece,2017,3429,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EL:Greece,2018,3191,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EL:Greece,2019,3059,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EL:Greece,2020,2880,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EL:Greece,2021,2971,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EL:Greece,2022,2722,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,ES:Spain,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,ES:Spain,2015,13188,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,ES:Spain,2016,13244,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,ES:Spain,2017,12641,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,ES:Spain,2018,12585,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,ES:Spain,2019,12169,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,ES:Spain,2020,12642,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,ES:Spain,2021,13040,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,ES:Spain,2022,12189,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2015,119632,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2016,117794,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2017,112399,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2018,109997,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2019,92201,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2020,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2021,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,"EU:European Union (EU6-1958, EU9-1973, EU10-1981, EU12-1986, EU15-1995, EU25-2004, EU27-2007, EU28-2013, EU27-2020)",2022,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2007:European Union - 27 countries (2007-2013),2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2007:European Union - 27 countries (2007-2013),2015,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2007:European Union - 27 countries (2007-2013),2016,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2007:European Union - 27 countries (2007-2013),2017,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2007:European Union - 27 countries (2007-2013),2018,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2007:European Union - 27 countries (2007-2013),2019,106329,e
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2007:European Union - 27 countries (2007-2013),2020,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2007:European Union - 27 countries (2007-2013),2021,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2007:European Union - 27 countries (2007-2013),2022,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2020:European Union - 27 countries (from 2020),2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2020:European Union - 27 countries (from 2020),2015,104946,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2020:European Union - 27 countries (from 2020),2016,103556,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2020:European Union - 27 countries (from 2020),2017,98142,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2020:European Union - 27 countries (from 2020),2018,95066,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2020:European Union - 27 countries (from 2020),2019,92201,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2020:European Union - 27 countries (from 2020),2020,94771,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2020:European Union - 27 countries (from 2020),2021,95581,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU27_2020:European Union - 27 countries (from 2020),2022,95324,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU28:European Union - 28 countries (2013-2020),2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU28:European Union - 28 countries (2013-2020),2015,119632,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU28:European Union - 28 countries (2013-2020),2016,117794,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU28:European Union - 28 countries (2013-2020),2017,112399,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU28:European Union - 28 countries (2013-2020),2018,109997,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU28:European Union - 28 countries (2013-2020),2019,92201,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU28:European Union - 28 countries (2013-2020),2020,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU28:European Union - 28 countries (2013-2020),2021,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,EU28:European Union - 28 countries (2013-2020),2022,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FI:Finland,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FI:Finland,2015,910,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FI:Finland,2016,892,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FI:Finland,2017,868,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FI:Finland,2018,900,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FI:Finland,2019,788,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FI:Finland,2020,810,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FI:Finland,2021,773,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FI:Finland,2022,891,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FR:France,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FR:France,2015,11497,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FR:France,2016,11740,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FR:France,2017,11218,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FR:France,2018,11372,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FR:France,2019,11716,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FR:France,2020,12193,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FR:France,2021,12256,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,FR:France,2022,13894,b
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HR:Croatia,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HR:Croatia,2015,1022,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HR:Croatia,2016,974,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HR:Croatia,2017,976,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HR:Croatia,2018,899,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HR:Croatia,2019,841,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HR:Croatia,2020,806,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HR:Croatia,2021,817,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HR:Croatia,2022,752,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HU:Hungary,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HU:Hungary,2015,2970,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HU:Hungary,2016,2761,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HU:Hungary,2017,2499,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HU:Hungary,2018,1982,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HU:Hungary,2019,1923,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HU:Hungary,2020,1854,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HU:Hungary,2021,1865,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,HU:Hungary,2022,1750,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,IE:Ireland,2014,,
ESTAT:SDG_01_10(1.0),03/01/24 23:00:00,A:Annual,T:Total,TOTAL:Total,THS_PER:Thousand persons,IE:Ireland,2015,1194,
