,Unnamed: 0,metroreg,year,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemployment,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crimes,density,crime/population_log,density_log,unemp_log,gdp_log
757,12868,BG_NM,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",34.0,82665.0,3817126.0,T:Total,Y15-24:From 15 to 24 years,13.7,ICCS050211,133,Non-metropolitan regions in Bulgaria,N,Theft of a motorized land vehicle,BG,34.842968243647185,4.617584225488417,3.550851344786038,3.832456766414544,2.617395832834079,3.5263605246161616
761,12872,BG_NM,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",34.0,82665.0,3817126.0,T:Total,Y15-74:From 15 to 74 years,122.1,ICCS050211,133,Non-metropolitan regions in Bulgaria,N,Theft of a motorized land vehicle,BG,34.842968243647185,4.617584225488417,3.550851344786038,3.832456766414544,4.804840381116659,3.5263605246161616
765,12928,BG_NM,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",33.0,82665.0,3772081.0,T:Total,Y15-74:From 15 to 74 years,104.5,ICCS050211,119,Non-metropolitan regions in Bulgaria,N,Theft of a motorized land vehicle,BG,31.5475728119306,4.563093207524345,3.4514966545517938,3.820585821538564,4.6491870714048655,3.49650756146648
769,12984,BG_NM,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",36.0,82665.0,3730880.0,T:Total,Y15-74:From 15 to 74 years,120.5,ICCS050211,166,Non-metropolitan regions in Bulgaria,N,Theft of a motorized land vehicle,BG,44.49352431597907,4.5132522833121635,3.7953436575937536,3.809603113741618,4.791649752930709,3.58351893845611
799,15179,CZ001MC,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",135.0,11425.0,2545537.0,T:Total,Y15-24:From 15 to 24 years,8.3,ICCS050211,4547,Praha,M,Theft of a motorized land vehicle,CZ,1786.263566390903,22.2804113785558,7.487881324115672,5.406292971911207,2.1162555148025524,4.90527477843843
802,15182,CZ001MC,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",135.0,11425.0,2545537.0,T:Total,Y15-74:From 15 to 74 years,50.8,ICCS050211,4547,Praha,M,Theft of a motorized land vehicle,CZ,1786.263566390903,22.2804113785558,7.487881324115672,5.406292971911207,3.927896354584436,4.90527477843843
805,15263,CZ001MC,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",137.0,11425.0,2574378.0,T:Total,Y15-24:From 15 to 24 years,7.6,ICCS050211,3167,Praha,M,Theft of a motorized land vehicle,CZ,1230.2000716289526,22.53284901531729,7.11493209499972,5.417559293740789,2.028148247292285,4.919980925828125
808,15266,CZ001MC,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",137.0,11425.0,2574378.0,T:Total,Y15-74:From 15 to 74 years,41.9,ICCS050211,3167,Praha,M,Theft of a motorized land vehicle,CZ,1230.2000716289526,22.53284901531729,7.11493209499972,5.417559293740789,3.735285826928092,4.919980925828125
811,15347,CZ001MC,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",138.0,11425.0,2594325.0,T:Total,Y15-24:From 15 to 24 years,5.6,ICCS050211,2477,Praha,M,Theft of a motorized land vehicle,CZ,954.776290557274,22.70743982494529,6.861477062314376,5.425277709376852,1.7227665977411035,4.927253685157205
814,15350,CZ001MC,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",138.0,11425.0,2594325.0,T:Total,Y15-74:From 15 to 74 years,36.1,ICCS050211,2477,Praha,M,Theft of a motorized land vehicle,CZ,954.776290557274,22.70743982494529,6.861477062314376,5.425277709376852,3.586292865338835,4.927253685157205
817,15431,CZ001MC,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,11425.0,2619490.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS050211,1635,Praha,M,Theft of a motorized land vehicle,CZ,624.1672997415528,22.92770240700219,6.436418440994931,5.434930984538291,1.3609765531356006,4.941642422609304
820,15434,CZ001MC,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,11425.0,2619490.0,T:Total,Y15-74:From 15 to 74 years,26.4,ICCS050211,1635,Praha,M,Theft of a motorized land vehicle,CZ,624.1672997415528,22.92770240700219,6.436418440994931,5.434930984538291,3.2733640101522705,4.941642422609304
824,15542,CZ001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,11425.0,2647308.0,T:Total,Y15-24:From 15 to 24 years,3.4,ICCS050211,1321,Praha,M,Theft of a motorized land vehicle,CZ,498.9974721490661,23.17118599562363,6.212601029905152,5.445494616819041,1.2237754316221157,4.955827057601261
828,15546,CZ001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,11425.0,2647308.0,T:Total,Y15-74:From 15 to 74 years,22.8,ICCS050211,1321,Praha,M,Theft of a motorized land vehicle,CZ,498.9974721490661,23.17118599562363,6.212601029905152,5.445494616819041,3.126760535960395,4.955827057601261
832,15654,CZ001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",145.0,11425.0,2677964.0,T:Total,Y15-24:From 15 to 24 years,2.2,ICCS050211,1484,Praha,M,Theft of a motorized land vehicle,CZ,554.1523336385403,23.439509846827132,6.317439619416513,5.457008146512681,0.7884573603642703,4.976733742420574
836,15658,CZ001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",145.0,11425.0,2677964.0,T:Total,Y15-74:From 15 to 74 years,18.7,ICCS050211,1484,Praha,M,Theft of a motorized land vehicle,CZ,554.1523336385403,23.439509846827132,6.317439619416513,5.457008146512681,2.928523523860541,4.976733742420574
840,15766,CZ001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,11425.0,2709418.0,T:Total,Y15-24:From 15 to 24 years,3.9,ICCS050211,1064,Praha,M,Theft of a motorized land vehicle,CZ,392.7042634248388,23.714818380743985,5.973056818221845,5.468685193881614,1.3609765531356006,4.955827057601261
844,15770,CZ001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",142.0,11425.0,2709418.0,T:Total,Y15-74:From 15 to 74 years,30.0,ICCS050211,1064,Praha,M,Theft of a motorized land vehicle,CZ,392.7042634248388,23.714818380743985,5.973056818221845,5.468685193881614,3.4011973816621555,4.955827057601261
847,15851,CZ002M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",82.0,7188.0,1170078.0,T:Total,Y15-24:From 15 to 24 years,5.9,ICCS050211,622,Brno,M,Theft of a motorized land vehicle,CZ,531.5884923911055,16.27821368948247,6.275869679484972,5.092412723315032,1.7749523509116738,4.406719247264253
850,15854,CZ002M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",82.0,7188.0,1170078.0,T:Total,Y15-74:From 15 to 74 years,36.2,ICCS050211,622,Brno,M,Theft of a motorized land vehicle,CZ,531.5884923911055,16.27821368948247,6.275869679484972,5.092412723315032,3.5890591188317256,4.406719247264253
853,15935,CZ002M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",84.0,7188.0,1172853.0,T:Total,Y15-24:From 15 to 24 years,4.6,ICCS050211,557,Brno,M,Theft of a motorized land vehicle,CZ,474.91032550541286,16.316819699499167,6.163125997802209,5.094781552185899,1.5260563034950492,4.430816798843313
856,15938,CZ002M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",84.0,7188.0,1172853.0,T:Total,Y15-74:From 15 to 74 years,29.8,ICCS050211,557,Brno,M,Theft of a motorized land vehicle,CZ,474.91032550541286,16.316819699499167,6.163125997802209,5.094781552185899,3.3945083935113587,4.430816798843313
859,16019,CZ002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",83.0,7188.0,1175025.0,T:Total,Y15-24:From 15 to 24 years,3.0,ICCS050211,423,Brno,M,Theft of a motorized land vehicle,CZ,359.9923405884981,16.3470367278798,5.886082755080754,5.096631734026348,1.0986122886681098,4.418840607796598
862,16022,CZ002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",83.0,7188.0,1175025.0,T:Total,Y15-74:From 15 to 74 years,23.2,ICCS050211,423,Brno,M,Theft of a motorized land vehicle,CZ,359.9923405884981,16.3470367278798,5.886082755080754,5.096631734026348,3.1441522786722644,4.418840607796598
865,16103,CZ002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",84.0,7188.0,1178812.0,T:Total,Y15-24:From 15 to 24 years,2.1,ICCS050211,356,Brno,M,Theft of a motorized land vehicle,CZ,301.9989616664913,16.399721758486365,5.710423579178533,5.099849461734322,0.7419373447293773,4.430816798843313
868,16106,CZ002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",84.0,7188.0,1178812.0,T:Total,Y15-74:From 15 to 74 years,19.9,ICCS050211,356,Brno,M,Theft of a motorized land vehicle,CZ,301.9989616664913,16.399721758486365,5.710423579178533,5.099849461734322,2.990719731730447,4.430816798843313
872,16214,CZ002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",87.0,7188.0,1183207.0,T:Total,Y15-24:From 15 to 24 years,1.9,ICCS050211,283,Brno,M,Theft of a motorized land vehicle,CZ,239.18046461861704,16.460865331107403,5.4772183490867175,5.103570858617345,0.6418538861723947,4.465908118654584
876,16218,CZ002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",87.0,7188.0,1183207.0,T:Total,Y15-74:From 15 to 74 years,15.5,ICCS050211,283,Brno,M,Theft of a motorized land vehicle,CZ,239.18046461861704,16.460865331107403,5.4772183490867175,5.103570858617345,2.740840023925201,4.465908118654584
880,16326,CZ002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",88.0,7188.0,1187667.0,T:Total,Y15-24:From 15 to 24 years,1.4,ICCS050211,314,Brno,M,Theft of a motorized land vehicle,CZ,264.383871910224,16.522913188647745,5.57740210729034,5.107333188678737,0.3364722366212129,4.477336814478207
884,16330,CZ002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",88.0,7188.0,1187667.0,T:Total,Y15-74:From 15 to 74 years,12.7,ICCS050211,314,Brno,M,Theft of a motorized land vehicle,CZ,264.383871910224,16.522913188647745,5.57740210729034,5.107333188678737,2.5416019934645457,4.477336814478207
888,16438,CZ002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,7188.0,1191989.0,T:Total,Y15-24:From 15 to 24 years,2.0,ICCS050211,228,Brno,M,Theft of a motorized land vehicle,CZ,191.2769329247166,16.58304117974402,5.253722288541782,5.110965650473483,0.6931471805599453,4.51085950651685
892,16442,CZ002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,7188.0,1191989.0,T:Total,Y15-74:From 15 to 74 years,13.6,ICCS050211,228,Brno,M,Theft of a motorized land vehicle,CZ,191.2769329247166,16.58304117974402,5.253722288541782,5.110965650473483,2.6100697927420065,4.51085950651685
895,16523,CZ003M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,5430.0,1221832.0,T:Total,Y15-24:From 15 to 24 years,8.5,ICCS050211,779,Ostrava,M,Theft of a motorized land vehicle,CZ,637.567194180542,22.501510128913445,6.457659674114258,5.416167516792783,2.1400661634962708,4.276666119016055
898,16526,CZ003M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,5430.0,1221832.0,T:Total,Y15-74:From 15 to 74 years,51.9,ICCS050211,779,Ostrava,M,Theft of a motorized land vehicle,CZ,637.567194180542,22.501510128913445,6.457659674114258,5.416167516792783,3.949318790171843,4.276666119016055
901,16607,CZ003M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,5430.0,1217676.0,T:Total,Y15-24:From 15 to 24 years,7.1,ICCS050211,581,Ostrava,M,Theft of a motorized land vehicle,CZ,477.1384177728723,22.424972375690608,6.167806632803319,5.4127602690848855,1.9600947840472696,4.276666119016055
904,16610,CZ003M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,5430.0,1217676.0,T:Total,Y15-74:From 15 to 74 years,48.8,ICCS050211,581,Ostrava,M,Theft of a motorized land vehicle,CZ,477.1384177728723,22.424972375690608,6.167806632803319,5.4127602690848855,3.8877303128591016,4.276666119016055
907,16691,CZ003M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",73.0,5430.0,1213311.0,T:Total,Y15-24:From 15 to 24 years,6.1,ICCS050211,365,Ostrava,M,Theft of a motorized land vehicle,CZ,300.829713074389,22.344585635359117,5.706544367364762,5.409169131254022,1.8082887711792652,4.290459441148391
910,16694,CZ003M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",73.0,5430.0,1213311.0,T:Total,Y15-74:From 15 to 74 years,42.3,ICCS050211,365,Ostrava,M,Theft of a motorized land vehicle,CZ,300.829713074389,22.344585635359117,5.706544367364762,5.409169131254022,3.744787086052232,4.290459441148391
913,16775,CZ003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",74.0,5430.0,1209879.0,T:Total,Y15-24:From 15 to 24 years,4.5,ICCS050211,341,Ostrava,M,Theft of a motorized land vehicle,CZ,281.8463664548273,22.28138121546961,5.641362122675201,5.40633649964461,1.5040773967762742,4.30406509320417
916,16778,CZ003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",74.0,5430.0,1209879.0,T:Total,Y15-74:From 15 to 74 years,28.8,ICCS050211,341,Ostrava,M,Theft of a motorized land vehicle,CZ,281.8463664548273,22.28138121546961,5.641362122675201,5.40633649964461,3.3603753871419,4.30406509320417
920,16886,CZ003M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",75.0,5430.0,1205886.0,T:Total,Y15-24:From 15 to 24 years,3.6,ICCS050211,295,Ostrava,M,Theft of a motorized land vehicle,CZ,244.63340647457557,22.207845303867405,5.499760789866003,5.40303071151011,1.2809338454620642,4.31748811353631
924,16890,CZ003M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",75.0,5430.0,1205886.0,T:Total,Y15-74:From 15 to 74 years,22.5,ICCS050211,295,Ostrava,M,Theft of a motorized land vehicle,CZ,244.63340647457557,22.207845303867405,5.499760789866003,5.40303071151011,3.1135153092103742,4.31748811353631
928,16998,CZ003M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",73.0,5430.0,1203299.0,T:Total,Y15-24:From 15 to 24 years,3.2,ICCS050211,281,Ostrava,M,Theft of a motorized land vehicle,CZ,233.524668432368,22.16020257826888,5.453287717920063,5.400883096449976,1.1631508098056809,4.290459441148391
932,17002,CZ003M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",73.0,5430.0,1203299.0,T:Total,Y15-74:From 15 to 74 years,22.0,ICCS050211,281,Ostrava,M,Theft of a motorized land vehicle,CZ,233.524668432368,22.16020257826888,5.453287717920063,5.400883096449976,3.091042453358316,4.290459441148391
936,17110,CZ003M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,5430.0,1200539.0,T:Total,Y15-24:From 15 to 24 years,3.5,ICCS050211,286,Ostrava,M,Theft of a motorized land vehicle,CZ,238.22633000677197,22.10937384898711,5.473221188204382,5.398586767651763,1.252762968495368,4.276666119016055
940,17114,CZ003M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,5430.0,1200539.0,T:Total,Y15-74:From 15 to 74 years,21.3,ICCS050211,286,Ostrava,M,Theft of a motorized land vehicle,CZ,238.22633000677197,22.10937384898711,5.473221188204382,5.398586767651763,3.05870707271538,4.276666119016055
943,17195,CZ004M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,7649.0,573469.0,T:Total,Y15-24:From 15 to 24 years,2.8,ICCS050211,342,Plzen,M,Theft of a motorized land vehicle,CZ,596.3705100014124,7.497306837495097,6.390862134990344,4.317128960714669,1.029619417181158,4.394449154672439
946,17198,CZ004M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,7649.0,573469.0,T:Total,Y15-74:From 15 to 74 years,15.0,ICCS050211,342,Plzen,M,Theft of a motorized land vehicle,CZ,596.3705100014124,7.497306837495097,6.390862134990344,4.317128960714669,2.70805020110221,4.394449154672439
949,17279,CZ004M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,7649.0,575123.0,T:Total,Y15-24:From 15 to 24 years,1.6,ICCS050211,233,Plzen,M,Theft of a motorized land vehicle,CZ,405.1307285571956,7.518930579160674,6.0042098015831415,4.320009010624967,0.4700036292457356,4.394449154672439
952,17282,CZ004M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,7649.0,575123.0,T:Total,Y15-74:From 15 to 74 years,11.3,ICCS050211,233,Plzen,M,Theft of a motorized land vehicle,CZ,405.1307285571956,7.518930579160674,6.0042098015831415,4.320009010624967,2.424802725718295,4.394449154672439
955,17363,CZ004M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,7649.0,576616.0,T:Total,Y15-24:From 15 to 24 years,1.6,ICCS050211,188,Plzen,M,Theft of a motorized land vehicle,CZ,326.0402070008463,7.538449470519022,5.787020708120076,4.322601613352282,0.4700036292457356,4.394449154672439
958,17366,CZ004M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,7649.0,576616.0,T:Total,Y15-74:From 15 to 74 years,10.2,ICCS050211,188,Plzen,M,Theft of a motorized land vehicle,CZ,326.0402070008463,7.538449470519022,5.787020708120076,4.322601613352282,2.322387720290225,4.394449154672439
961,17447,CZ004M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",83.0,7649.0,578629.0,T:Total,Y15-24:From 15 to 24 years,1.1,ICCS050211,181,Plzen,M,Theft of a motorized land vehicle,CZ,312.80837980813266,7.564766636161591,5.745590797980262,4.326086591927972,0.0953101798043249,4.418840607796598
964,17450,CZ004M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",83.0,7649.0,578629.0,T:Total,Y15-74:From 15 to 74 years,5.8,ICCS050211,181,Plzen,M,Theft of a motorized land vehicle,CZ,312.80837980813266,7.564766636161591,5.745590797980262,4.326086591927972,1.7578579175523736,4.418840607796598
968,17558,CZ004M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",83.0,7649.0,580816.0,T:Total,Y15-24:From 15 to 24 years,0.7,ICCS050211,192,Plzen,M,Theft of a motorized land vehicle,CZ,330.5694058014931,7.593358608968492,5.800816639669411,4.329859091000778,-0.3566749439387324,4.418840607796598
972,17562,CZ004M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",83.0,7649.0,580816.0,T:Total,Y15-74:From 15 to 74 years,4.5,ICCS050211,192,Plzen,M,Theft of a motorized land vehicle,CZ,330.5694058014931,7.593358608968492,5.800816639669411,4.329859091000778,1.5040773967762742,4.418840607796598
976,17670,CZ004M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",82.0,7649.0,584672.0,T:Total,Y15-24:From 15 to 24 years,0.8,ICCS050211,211,Plzen,M,Theft of a motorized land vehicle,CZ,360.8861036615402,7.643770427506864,5.8885624062289486,4.336476085889526,-0.2231435513142097,4.406719247264253
980,17674,CZ004M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",82.0,7649.0,584672.0,T:Total,Y15-74:From 15 to 74 years,3.8,ICCS050211,211,Plzen,M,Theft of a motorized land vehicle,CZ,360.8861036615402,7.643770427506864,5.8885624062289486,4.336476085889526,1.33500106673234,4.406719247264253
984,17782,CZ004M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",82.0,7649.0,589899.0,T:Total,Y15-24:From 15 to 24 years,0.8,ICCS050211,240,Plzen,M,Theft of a motorized land vehicle,CZ,406.8493081018954,7.7121061576676695,6.008442866519112,4.345376415465287,-0.2231435513142097,4.406719247264253
988,17786,CZ004M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",82.0,7649.0,589899.0,T:Total,Y15-74:From 15 to 74 years,6.6,ICCS050211,240,Plzen,M,Theft of a motorized land vehicle,CZ,406.8493081018954,7.7121061576676695,6.008442866519112,4.345376415465287,1.88706964903238,4.406719247264253
991,17867,CZ_NM,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",69.0,44016.0,5001503.0,T:Total,Y15-24:From 15 to 24 years,31.0,ICCS050211,3178,Non-metropolitan regions in Czech Republic,N,Theft of a motorized land vehicle,CZ,635.4089960557857,11.362920301708467,6.454268879833689,4.732940542062891,3.4339872044851463,4.23410650459726
994,17870,CZ_NM,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",69.0,44016.0,5001503.0,T:Total,Y15-74:From 15 to 74 years,169.8,ICCS050211,3178,Non-metropolitan regions in Czech Republic,N,Theft of a motorized land vehicle,CZ,635.4089960557857,11.362920301708467,6.454268879833689,4.732940542062891,5.134621273877247,4.23410650459726
997,17951,CZ_NM,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",70.0,44016.0,4998245.0,T:Total,Y15-24:From 15 to 24 years,22.8,ICCS050211,2356,Non-metropolitan regions in Czech Republic,N,Theft of a motorized land vehicle,CZ,471.3654492726947,11.35551844783715,6.155633693952296,4.7322889256191,3.126760535960395,4.248495242049359
1000,17954,CZ_NM,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",70.0,44016.0,4998245.0,T:Total,Y15-74:From 15 to 74 years,136.1,ICCS050211,2356,Non-metropolitan regions in Czech Republic,N,Theft of a motorized land vehicle,CZ,471.3654492726947,11.35551844783715,6.155633693952296,4.7322889256191,4.91338990965742,4.248495242049359
1003,18035,CZ_NM,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",70.0,44016.0,4994566.0,T:Total,Y15-24:From 15 to 24 years,18.2,ICCS050211,1904,Non-metropolitan regions in Czech Republic,N,Theft of a motorized land vehicle,CZ,381.2143037052669,11.34716012359142,5.943361693912565,4.731552596238664,2.9014215940827497,4.248495242049359
1006,18038,CZ_NM,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",70.0,44016.0,4994566.0,T:Total,Y15-74:From 15 to 74 years,99.6,ICCS050211,1904,Non-metropolitan regions in Czech Republic,N,Theft of a motorized land vehicle,CZ,381.2143037052669,11.34716012359142,5.943361693912565,4.731552596238664,4.601162164590552,4.248495242049359
1009,18119,CZ_NM,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,44016.0,4992010.0,T:Total,Y15-24:From 15 to 24 years,13.6,ICCS050211,1527,Non-metropolitan regions in Czech Republic,N,Theft of a motorized land vehicle,CZ,305.8888103188896,11.34135314431116,5.7232216709483845,4.731040709070166,2.6100697927420065,4.276666119016055
1012,18122,CZ_NM,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",72.0,44016.0,4992010.0,T:Total,Y15-74:From 15 to 74 years,74.6,ICCS050211,1527,Non-metropolitan regions in Czech Republic,N,Theft of a motorized land vehicle,CZ,305.8888103188896,11.34135314431116,5.7232216709483845,4.731040709070166,4.312140507209715,4.276666119016055
