,Unnamed: 0,metroreg,year,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemployment,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crimes,density,crime/population_log,density_log,unemp_log,gdp_log
770,14088,CY001MC,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",81.0,9253.0,858000.0,T:Total,Y15-24:From 15 to 24 years,15.2,ICCS0101,10,Lefkosia,M,Intentional homicide,CY,11.655011655011656,9.27266832378688,2.4557362724882204,4.529656276221069,2.7212954278522306,4.394449154672439
773,14130,CY001MC,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",83.0,9253.0,847008.0,T:Total,Y15-24:From 15 to 24 years,12.2,ICCS0101,12,Lefkosia,M,Intentional homicide,CY,14.167516717669727,9.153874419107316,2.6509517890623333,4.516762316440911,2.501435951739211,4.418840607796598
776,14172,CY001MC,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",88.0,9253.0,848319.0,T:Total,Y15-24:From 15 to 24 years,10.3,ICCS0101,11,Lefkosia,M,Intentional homicide,CY,12.96682026454671,9.168042796930724,2.562393807480994,4.51830892103262,2.33214389523559,4.477336814478207
779,14253,CY001MC,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",90.0,9253.0,854802.0,T:Total,Y15-24:From 15 to 24 years,8.9,ICCS0101,7,Lefkosia,M,Intentional homicide,CY,8.189030910082101,9.238106560034584,2.102795564866604,4.5259220399039535,2.186051276738094,4.499809670330265
782,14256,CY001MC,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",90.0,9253.0,854802.0,T:Total,Y15-74:From 15 to 74 years,47.0,ICCS0101,7,Lefkosia,M,Intentional homicide,CY,8.189030910082101,9.238106560034584,2.102795564866604,4.5259220399039535,3.8501476017100575,4.499809670330265
785,14311,CY001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,9253.0,864236.0,T:Total,Y15-24:From 15 to 24 years,7.6,ICCS0101,14,Lefkosia,M,Intentional homicide,CY,16.19927890067065,9.340062682373283,2.7849667289433557,4.536898056387147,2.028148247292285,4.51085950651685
787,14313,CY001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,9253.0,864236.0,T:Total,Y15-74:From 15 to 74 years,36.6,ICCS0101,14,Lefkosia,M,Intentional homicide,CY,16.19927890067065,9.340062682373283,2.7849667289433557,4.536898056387147,3.6000482404073204,4.51085950651685
789,14367,CY001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",93.0,9253.0,875899.0,T:Total,Y15-24:From 15 to 24 years,6.0,ICCS0101,13,Lefkosia,M,Intentional homicide,CY,14.841893871325349,9.4661082892035,2.697453848958123,4.550302964218658,1.791759469228055,4.532599493153256
791,14369,CY001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",93.0,9253.0,875899.0,T:Total,Y15-74:From 15 to 74 years,31.7,ICCS0101,13,Lefkosia,M,Intentional homicide,CY,14.841893871325349,9.4661082892035,2.697453848958123,4.550302964218658,3.456316680883235,4.532599493153256
793,14423,CY001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",90.0,9253.0,888005.0,T:Total,Y15-24:From 15 to 24 years,6.4,ICCS0101,15,Lefkosia,M,Intentional homicide,CY,16.891796780423533,9.596941532475954,2.8268281064773984,4.564029550340056,1.8562979903656265,4.499809670330265
795,14425,CY001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",90.0,9253.0,888005.0,T:Total,Y15-74:From 15 to 74 years,34.3,ICCS0101,15,Lefkosia,M,Intentional homicide,CY,16.891796780423533,9.596941532475954,2.8268281064773984,4.564029550340056,3.535145354171894,4.499809670330265
1037,19179,DE001MC,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",111.0,17480.0,5143049.0,T:Total,Y15-24:From 15 to 24 years,20.6,ICCS0101,61,Berlin,M,Intentional homicide,DE,11.860668642278153,29.422477116704805,2.473227769912794,5.684344003015265,3.025291075795536,4.709530201312334
1041,19183,DE001MC,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",111.0,17480.0,5143049.0,T:Total,Y15-74:From 15 to 74 years,179.8,ICCS0101,61,Berlin,M,Intentional homicide,DE,11.860668642278153,29.422477116704805,2.473227769912794,5.684344003015265,5.19184512203752,4.709530201312334
1045,19291,DE001MC,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,17480.0,5207915.0,T:Total,Y15-24:From 15 to 24 years,21.4,ICCS0101,64,Berlin,M,Intentional homicide,DE,12.288987051439973,29.79356407322654,2.50870349963114,5.696877492483279,3.0633909220278057,4.718498871295094
1049,19295,DE001MC,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,17480.0,5207915.0,T:Total,Y15-74:From 15 to 74 years,168.5,ICCS0101,64,Berlin,M,Intentional homicide,DE,12.288987051439973,29.79356407322654,2.50870349963114,5.696877492483279,5.126935749792416,4.718498871295094
1053,19403,DE001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,17480.0,5259363.0,T:Total,Y15-24:From 15 to 24 years,20.7,ICCS0101,41,Berlin,M,Intentional homicide,DE,7.795620876520597,30.087889016018305,2.053562149949806,5.70670782550925,3.030133700271324,4.727387818712341
1057,19407,DE001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,17480.0,5259363.0,T:Total,Y15-74:From 15 to 74 years,148.4,ICCS0101,41,Berlin,M,Intentional homicide,DE,7.795620876520597,30.087889016018305,2.053562149949806,5.70670782550925,4.99991133073328,4.727387818712341
1061,19515,DE001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,17480.0,5303846.0,T:Total,Y15-24:From 15 to 24 years,19.6,ICCS0101,54,Berlin,M,Intentional homicide,DE,10.181291085751736,30.34236842105263,2.320551828793027,5.715130126525994,2.975529566236472,4.718498871295094
1065,19519,DE001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",112.0,17480.0,5303846.0,T:Total,Y15-74:From 15 to 74 years,129.3,ICCS0101,54,Berlin,M,Intentional homicide,DE,10.181291085751736,30.34236842105263,2.320551828793027,5.715130126525994,4.862135285777812,4.718498871295094
1069,19627,DE002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",151.0,7308.0,3243171.0,T:Total,Y15-24:From 15 to 24 years,10.7,ICCS0101,23,Hamburg,M,Intentional homicide,DE,7.091824637060457,44.37836617405583,1.95894266103942,6.095337195356107,2.3702437414678603,5.017279836814924
1073,19631,DE002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",151.0,7308.0,3243171.0,T:Total,Y15-74:From 15 to 74 years,62.9,ICCS0101,23,Hamburg,M,Intentional homicide,DE,7.091824637060457,44.37836617405583,1.95894266103942,6.095337195356107,4.141546163706395,5.017279836814924
1077,19739,DE002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",151.0,7308.0,3282164.0,T:Total,Y15-24:From 15 to 24 years,12.4,ICCS0101,31,Hamburg,M,Intentional homicide,DE,9.444988123689129,44.91193212917351,2.2454842435349085,6.107288601416615,2.517696472610991,5.017279836814924
1081,19743,DE002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",151.0,7308.0,3282164.0,T:Total,Y15-74:From 15 to 74 years,63.3,ICCS0101,31,Hamburg,M,Intentional homicide,DE,9.444988123689129,44.91193212917351,2.2454842435349085,6.107288601416615,4.147885329150131,5.017279836814924
1085,19851,DE002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",149.0,7308.0,3309215.0,T:Total,Y15-24:From 15 to 24 years,11.0,ICCS0101,32,Hamburg,M,Intentional homicide,DE,9.669967046565423,45.28208812260536,2.2690249016585096,6.115496641607594,2.3978952727983707,5.003946305945459
1089,19855,DE002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",149.0,7308.0,3309215.0,T:Total,Y15-74:From 15 to 74 years,59.6,ICCS0101,32,Hamburg,M,Intentional homicide,DE,9.669967046565423,45.28208812260536,2.2690249016585096,6.115496641607594,4.087655574071304,5.003946305945459
1093,19963,DE002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",147.0,7308.0,3327940.0,T:Total,Y15-24:From 15 to 24 years,11.4,ICCS0101,30,Hamburg,M,Intentional homicide,DE,9.014585599499991,45.53831417624521,2.198843887711869,6.121139134416664,2.4336133554004498,4.990432586778736
1097,19967,DE002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",147.0,7308.0,3327940.0,T:Total,Y15-74:From 15 to 74 years,56.5,ICCS0101,30,Hamburg,M,Intentional homicide,DE,9.014585599499991,45.53831417624521,2.198843887711869,6.121139134416664,4.034240638152395,4.990432586778736
1101,20075,DE003M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",208.0,5501.0,2848906.0,T:Total,Y15-24:From 15 to 24 years,6.9,ICCS0101,26,München,M,Intentional homicide,DE,9.12631023979029,51.788874750045444,2.21116147708302,6.249760446027278,1.9315214116032136,5.337538079701318
1105,20079,DE003M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",208.0,5501.0,2848906.0,T:Total,Y15-74:From 15 to 74 years,41.1,ICCS0101,26,München,M,Intentional homicide,DE,9.12631023979029,51.788874750045444,2.21116147708302,6.249760446027278,3.716008121502189,5.337538079701318
1109,20187,DE003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",210.0,5501.0,2879107.0,T:Total,Y15-24:From 15 to 24 years,5.0,ICCS0101,13,München,M,Intentional homicide,DE,4.515288942022647,52.33788402108708,1.507469180839596,6.260305561710757,1.6094379124341005,5.3471075307174685
1113,20191,DE003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",210.0,5501.0,2879107.0,T:Total,Y15-74:From 15 to 74 years,37.4,ICCS0101,13,München,M,Intentional homicide,DE,4.515288942022647,52.33788402108708,1.507469180839596,6.260305561710757,3.6216707044204863,5.3471075307174685
1117,20299,DE003M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",206.0,5501.0,2883373.0,T:Total,Y15-24:From 15 to 24 years,5.0,ICCS0101,25,München,M,Intentional homicide,DE,8.670400950553397,52.415433557534996,2.1599150354617187,6.261786174495298,1.6094379124341005,5.327876168789581
1121,20303,DE003M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",206.0,5501.0,2883373.0,T:Total,Y15-74:From 15 to 74 years,39.6,ICCS0101,25,München,M,Intentional homicide,DE,8.670400950553397,52.415433557534996,2.1599150354617187,6.261786174495298,3.6788291182604342,5.327876168789581
1129,20415,DE003M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",203.0,5501.0,2908664.0,T:Total,Y15-74:From 15 to 74 years,31.4,ICCS0101,9,München,M,Intentional homicide,DE,3.094204074447925,52.87518632975823,1.129530708103698,6.2705192543213375,3.446807892914208,5.313205979041787
1137,20527,DE004M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",153.0,1626.0,1973455.0,T:Total,Y15-74:From 15 to 74 years,46.6,ICCS0101,18,Köln,M,Intentional homicide,DE,9.12105925901528,121.36869618696187,2.210585944163571,7.101418081589112,3.8416005411316,5.030437921392435
1145,20639,DE004M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",152.0,1626.0,1987901.0,T:Total,Y15-74:From 15 to 74 years,44.2,ICCS0101,12,Köln,M,Intentional homicide,DE,6.036517915127565,122.25713407134072,1.7978273415863757,7.108711576058143,3.788724789083653,5.0238805208462765
1153,20751,DE004M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",150.0,1626.0,1994524.0,T:Total,Y15-74:From 15 to 74 years,42.1,ICCS0101,12,Köln,M,Intentional homicide,DE,6.016473103356992,122.66445264452643,1.794501224406073,7.112037693238446,3.740047740688336,5.010635294096256
1161,20863,DE004M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",145.0,1626.0,2003046.0,T:Total,Y15-74:From 15 to 74 years,38.1,ICCS0101,20,Köln,M,Intentional homicide,DE,9.984793160017292,123.18856088560884,2.3010632515823417,7.116301289828168,3.6402142821326553,4.976733742420574
1165,20971,DE005M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",177.0,4305.0,2649983.0,T:Total,Y15-24:From 15 to 24 years,11.2,ICCS0101,19,Frankfurt am Main,M,Intentional homicide,DE,7.1698573160658015,61.555934959349585,1.969885754283226,6.422531365985657,2.4159137783010487,5.176149732573829
1169,20975,DE005M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",177.0,4305.0,2649983.0,T:Total,Y15-74:From 15 to 74 years,54.2,ICCS0101,19,Frankfurt am Main,M,Intentional homicide,DE,7.1698573160658015,61.555934959349585,1.969885754283226,6.422531365985657,3.992680908445601,5.176149732573829
1173,21083,DE005M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",174.0,4305.0,2671358.0,T:Total,Y15-24:From 15 to 24 years,12.8,ICCS0101,32,Frankfurt am Main,M,Intentional homicide,DE,11.97892607430378,62.05245063879211,2.4831489454557363,6.430565098446433,2.5494451709255714,5.159055299214529
1177,21087,DE005M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",174.0,4305.0,2671358.0,T:Total,Y15-74:From 15 to 74 years,49.7,ICCS0101,32,Frankfurt am Main,M,Intentional homicide,DE,11.97892607430378,62.05245063879211,2.4831489454557363,6.430565098446433,3.906004933102583,5.159055299214529
1181,21195,DE005M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",171.0,4305.0,2693115.0,T:Total,Y15-24:From 15 to 24 years,9.1,ICCS0101,25,Frankfurt am Main,M,Intentional homicide,DE,9.28293073262746,62.55783972125435,2.2281773086456345,6.438676657325009,2.2082744135228043,5.14166355650266
1185,21199,DE005M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",171.0,4305.0,2693115.0,T:Total,Y15-74:From 15 to 74 years,46.6,ICCS0101,25,Frankfurt am Main,M,Intentional homicide,DE,9.28293073262746,62.55783972125435,2.2281773086456345,6.438676657325009,3.8416005411316,5.14166355650266
1189,21307,DE005M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",166.0,4305.0,2710127.0,T:Total,Y15-24:From 15 to 24 years,7.9,ICCS0101,33,Frankfurt am Main,M,Intentional homicide,DE,12.17655113579548,62.9530081300813,2.499512064204294,6.444973638364629,2.066862759472976,5.111987788356544
1193,21311,DE005M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",166.0,4305.0,2710127.0,T:Total,Y15-74:From 15 to 74 years,46.8,ICCS0101,33,Frankfurt am Main,M,Intentional homicide,DE,12.17655113579548,62.9530081300813,2.499512064204294,6.444973638364629,3.845883202923601,5.111987788356544
1197,21419,DE007M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",171.0,3653.0,2735425.0,T:Total,Y15-24:From 15 to 24 years,11.0,ICCS0101,18,Stuttgart,M,Intentional homicide,DE,6.58033029602347,74.88160416096359,1.8840849410414533,6.618493348023703,2.3978952727983707,5.14166355650266
1201,21423,DE007M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",171.0,3653.0,2735425.0,T:Total,Y15-74:From 15 to 74 years,49.8,ICCS0101,18,Stuttgart,M,Intentional homicide,DE,6.58033029602347,74.88160416096359,1.8840849410414533,6.618493348023703,3.9080149840306073,5.14166355650266
1209,21535,DE007M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",172.0,3653.0,2757930.0,T:Total,Y15-74:From 15 to 74 years,43.0,ICCS0101,19,Stuttgart,M,Intentional homicide,DE,6.889224889681754,75.49767314535998,1.929958580828086,6.626686929507346,3.7612001156935615,5.147494476813453
1217,21647,DE007M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",171.0,3653.0,2778591.0,T:Total,Y15-74:From 15 to 74 years,38.2,ICCS0101,17,Stuttgart,M,Intentional homicide,DE,6.118208833181998,76.06326307144812,1.8112693793700811,6.634150495855127,3.6428355156125294,5.14166355650266
1225,21759,DE007M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",160.0,3653.0,2787724.0,T:Total,Y15-74:From 15 to 74 years,40.0,ICCS0101,14,Stuttgart,M,Intentional homicide,DE,5.022017961605956,76.31327675882837,1.613831837313218,6.637432023471033,3.688879454113936,5.075173815233827
1233,21871,DE008M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3978.0,1016485.0,T:Total,Y15-74:From 15 to 74 years,32.6,ICCS0101,7,Leipzig,M,Intentional homicide,DE,6.88647643595331,25.55266465560583,1.9295595515953892,5.543326696010281,3.484312288372662,4.61512051684126
1241,21983,DE008M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3978.0,1027484.0,T:Total,Y15-74:From 15 to 74 years,26.8,ICCS0101,12,Leipzig,M,Intentional homicide,DE,11.679013979779734,25.82916038210156,2.4577935542971447,5.554089194041212,3.288401887516811,4.61512051684126
1249,22095,DE008M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",99.0,3978.0,1037782.0,T:Total,Y15-74:From 15 to 74 years,25.8,ICCS0101,7,Leipzig,M,Intentional homicide,DE,6.74515457003494,26.088034188034186,1.908824405636574,5.564061841969096,3.250374491927572,4.59511985013459
1257,22207,DE008M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",99.0,3978.0,1043293.0,T:Total,Y15-74:From 15 to 74 years,25.7,ICCS0101,3,Leipzig,M,Intentional homicide,DE,2.875510522930759,26.226571141277027,1.0562302316783678,5.569358155540098,3.246490991901174,4.59511985013459
1265,22319,DE009M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",98.0,5833.0,1342754.0,T:Total,Y15-74:From 15 to 74 years,32.1,ICCS0101,6,Dresden,M,Intentional homicide,DE,4.468428319707109,23.019955426024346,1.497036740467973,5.438946559970718,3.4688560301359703,4.584967478670572
1273,22431,DE009M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",98.0,5833.0,1341818.0,T:Total,Y15-74:From 15 to 74 years,29.7,ICCS0101,10,Dresden,M,Intentional homicide,DE,7.452575535579341,23.003908794788277,2.008559682121454,5.438249242083228,3.391147045808654,4.584967478670572
1281,22543,DE009M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",98.0,5833.0,1341986.0,T:Total,Y15-74:From 15 to 74 years,27.0,ICCS0101,9,Dresden,M,Intentional homicide,DE,6.706478309013656,23.006788959369104,1.903073971031905,5.438374437514951,3.295836866004329,4.584967478670572
1289,22655,DE009M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",97.0,5833.0,1343305.0,T:Total,Y15-74:From 15 to 74 years,22.7,ICCS0101,9,Dresden,M,Intentional homicide,DE,6.6998931739255045,23.029401680096008,1.9020915820795872,5.439356826467269,3.122364924487357,4.574710978503383
1297,22767,DE011M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",175.0,1200.0,1545483.0,T:Total,Y15-74:From 15 to 74 years,32.7,ICCS0101,9,Düsseldorf,M,Intentional homicide,DE,5.823422192285519,128.79025,1.7618880944831623,7.160770205041239,3.487375077903208,5.1647859739235145
1305,22879,DE011M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",176.0,1200.0,1545431.0,T:Total,Y15-74:From 15 to 74 years,29.8,ICCS0101,7,Düsseldorf,M,Intentional homicide,DE,4.529480772677654,128.78591666666665,1.5106073132076436,7.160736558035852,3.3945083935113587,5.170483995038151
1313,22991,DE011M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",176.0,1200.0,1552097.0,T:Total,Y15-74:From 15 to 74 years,28.3,ICCS0101,5,Düsseldorf,M,Intentional homicide,DE,3.221448144027081,129.34141666666667,1.169830992626117,7.165040641996166,3.342861804649192,5.170483995038151
1321,23103,DE011M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",169.0,1200.0,1555985.0,T:Total,Y15-74:From 15 to 74 years,25.5,ICCS0101,7,Düsseldorf,M,Intentional homicide,DE,4.498758021446222,129.66541666666666,1.503801363448407,7.167542507795089,3.2386784521643803,5.1298987149230735
1345,23439,DE012M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",117.0,5896.0,1274611.0,T:Total,Y15-74:From 15 to 74 years,19.9,ICCS0101,14,Bremen,M,Intentional homicide,DE,10.983743275399318,21.618232700135685,2.3964162955959605,5.376122158114399,2.990719731730447,4.762173934797756
1349,23547,DE012M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,5896.0,1277609.0,T:Total,Y15-24:From 15 to 24 years,5.4,ICCS0101,8,Bremen,M,Intentional homicide,DE,6.261696653671037,21.66908073270013,1.834451179327623,5.378471486447315,1.6863989535702288,4.727387818712341
1353,23551,DE012M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,5896.0,1277609.0,T:Total,Y15-74:From 15 to 74 years,25.3,ICCS0101,8,Bremen,M,Intentional homicide,DE,6.261696653671037,21.66908073270013,1.834451179327623,5.378471486447315,3.2308043957334744,4.727387818712341
1357,23659,DE013M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",135.0,2973.0,1300687.0,T:Total,Y15-24:From 15 to 24 years,5.1,ICCS0101,13,Hannover,M,Intentional homicide,DE,9.994718175856296,43.749983181971075,2.302056771042208,6.081076321385505,1.62924053973028,4.90527477843843
1361,23663,DE013M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",135.0,2973.0,1300687.0,T:Total,Y15-74:From 15 to 74 years,30.6,ICCS0101,13,Hannover,M,Intentional homicide,DE,9.994718175856296,43.749983181971075,2.302056771042208,6.081076321385505,3.4210000089583352,4.90527477843843
1369,23775,DE013M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",132.0,2973.0,1306316.0,T:Total,Y15-74:From 15 to 74 years,29.4,ICCS0101,12,Hannover,M,Intentional homicide,DE,9.186138729067086,43.939320551631354,2.217695688017638,6.085394696736539,3.380994674344636,4.882801922586371
1373,23883,DE013M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",133.0,2973.0,1310558.0,T:Total,Y15-24:From 15 to 24 years,6.3,ICCS0101,13,Hannover,M,Intentional homicide,DE,9.91943889549337,44.0820047090481,2.29449635674274,6.0886367356849735,1.840549633397487,4.890349128221754
1377,23887,DE013M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",133.0,2973.0,1310558.0,T:Total,Y15-74:From 15 to 74 years,29.5,ICCS0101,13,Hannover,M,Intentional homicide,DE,9.91943889549337,44.0820047090481,2.29449635674274,6.0886367356849735,3.3843902633457743,4.890349128221754
