,Unnamed: 0,metroreg,year,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemployment,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crimes,density,crime/population_log,density_log,unemp_log,gdp_log
1162,20864,DE004M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",145.0,1626.0,2003046.0,T:Total,Y15-74:From 15 to 74 years,38.1,ICCS0401,1521,Köln,M,Robbery,DE,759.3435198193152,123.18856088560884,6.632454270287644,7.116301289828168,3.6402142821326553,4.976733742420574
1166,20972,DE005M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",177.0,4305.0,2649983.0,T:Total,Y15-24:From 15 to 24 years,11.2,ICCS0401,1639,Frankfurt am Main,M,Robbery,DE,618.4945337385184,61.555934959349585,6.427288353860615,6.422531365985657,2.4159137783010487,5.176149732573829
1170,20976,DE005M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",177.0,4305.0,2649983.0,T:Total,Y15-74:From 15 to 74 years,54.2,ICCS0401,1639,Frankfurt am Main,M,Robbery,DE,618.4945337385184,61.555934959349585,6.427288353860615,6.422531365985657,3.992680908445601,5.176149732573829
1174,21084,DE005M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",174.0,4305.0,2671358.0,T:Total,Y15-24:From 15 to 24 years,12.8,ICCS0401,1655,Frankfurt am Main,M,Robbery,DE,619.5350829053987,62.05245063879211,6.428969330467173,6.430565098446433,2.5494451709255714,5.159055299214529
1178,21088,DE005M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",174.0,4305.0,2671358.0,T:Total,Y15-74:From 15 to 74 years,49.7,ICCS0401,1655,Frankfurt am Main,M,Robbery,DE,619.5350829053987,62.05245063879211,6.428969330467173,6.430565098446433,3.906004933102583,5.159055299214529
1182,21196,DE005M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",171.0,4305.0,2693115.0,T:Total,Y15-24:From 15 to 24 years,9.1,ICCS0401,1414,Frankfurt am Main,M,Robbery,DE,525.042562237409,62.55783972125435,6.263479330233952,6.438676657325009,2.2082744135228043,5.14166355650266
1186,21200,DE005M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",171.0,4305.0,2693115.0,T:Total,Y15-74:From 15 to 74 years,46.6,ICCS0401,1414,Frankfurt am Main,M,Robbery,DE,525.042562237409,62.55783972125435,6.263479330233952,6.438676657325009,3.8416005411316,5.14166355650266
1190,21308,DE005M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",166.0,4305.0,2710127.0,T:Total,Y15-24:From 15 to 24 years,7.9,ICCS0401,1398,Frankfurt am Main,M,Robbery,DE,515.8429844800631,62.9530081300813,6.245802425531569,6.444973638364629,2.066862759472976,5.111987788356544
1194,21312,DE005M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",166.0,4305.0,2710127.0,T:Total,Y15-74:From 15 to 74 years,46.8,ICCS0401,1398,Frankfurt am Main,M,Robbery,DE,515.8429844800631,62.9530081300813,6.245802425531569,6.444973638364629,3.845883202923601,5.111987788356544
1198,21420,DE007M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",171.0,3653.0,2735425.0,T:Total,Y15-24:From 15 to 24 years,11.0,ICCS0401,1083,Stuttgart,M,Robbery,DE,395.9165394774121,74.88160416096359,5.981203430146279,6.618493348023703,2.3978952727983707,5.14166355650266
1202,21424,DE007M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",171.0,3653.0,2735425.0,T:Total,Y15-74:From 15 to 74 years,49.8,ICCS0401,1083,Stuttgart,M,Robbery,DE,395.9165394774121,74.88160416096359,5.981203430146279,6.618493348023703,3.9080149840306073,5.14166355650266
1210,21536,DE007M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",172.0,3653.0,2757930.0,T:Total,Y15-74:From 15 to 74 years,43.0,ICCS0401,974,Stuttgart,M,Robbery,DE,353.1634232921068,75.49767314535998,5.866930905304181,6.626686929507346,3.7612001156935615,5.147494476813453
1218,21648,DE007M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",171.0,3653.0,2778591.0,T:Total,Y15-74:From 15 to 74 years,38.2,ICCS0401,902,Stuttgart,M,Robbery,DE,324.62496279589186,76.06326307144812,5.782670555376489,6.634150495855127,3.6428355156125294,5.14166355650266
1226,21760,DE007M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",160.0,3653.0,2787724.0,T:Total,Y15-74:From 15 to 74 years,40.0,ICCS0401,941,Stuttgart,M,Robbery,DE,337.5513501336574,76.31327675882837,5.8217176472833385,6.637432023471033,3.688879454113936,5.075173815233827
1234,21872,DE008M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3978.0,1016485.0,T:Total,Y15-74:From 15 to 74 years,32.6,ICCS0401,804,Leipzig,M,Robbery,DE,790.9610077866373,25.55266465560583,6.673248671719042,5.543326696010281,3.484312288372662,4.61512051684126
1242,21984,DE008M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,3978.0,1027484.0,T:Total,Y15-74:From 15 to 74 years,26.8,ICCS0401,632,Leipzig,M,Robbery,DE,615.0947362683993,25.82916038210156,6.421776298656002,5.554089194041212,3.288401887516811,4.61512051684126
1250,22096,DE008M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",99.0,3978.0,1037782.0,T:Total,Y15-74:From 15 to 74 years,25.8,ICCS0401,665,Leipzig,M,Robbery,DE,640.7896841533193,26.088034188034186,6.462701297237115,5.564061841969096,3.250374491927572,4.59511985013459
1258,22208,DE008M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",99.0,3978.0,1043293.0,T:Total,Y15-74:From 15 to 74 years,25.7,ICCS0401,574,Leipzig,M,Robbery,DE,550.1810133874185,26.226571141277027,6.310247339329824,5.569358155540098,3.246490991901174,4.59511985013459
1266,22320,DE009M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",98.0,5833.0,1342754.0,T:Total,Y15-74:From 15 to 74 years,32.1,ICCS0401,626,Dresden,M,Robbery,DE,466.20602135610847,23.019955426024346,6.144627642340017,5.438946559970718,3.4688560301359703,4.584967478670572
1274,22432,DE009M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",98.0,5833.0,1341818.0,T:Total,Y15-74:From 15 to 74 years,29.7,ICCS0401,526,Dresden,M,Robbery,DE,392.0054731714733,23.003908794788277,5.971275801865118,5.438249242083228,3.391147045808654,4.584967478670572
1282,22544,DE009M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",98.0,5833.0,1341986.0,T:Total,Y15-74:From 15 to 74 years,27.0,ICCS0401,505,Dresden,M,Robbery,DE,376.3079495613218,23.006788959369104,5.930407822971046,5.438374437514951,3.295836866004329,4.584967478670572
1290,22656,DE009M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",97.0,5833.0,1343305.0,T:Total,Y15-74:From 15 to 74 years,22.7,ICCS0401,568,Dresden,M,Robbery,DE,422.8377025321874,23.029401680096008,6.046988423464519,5.439356826467269,3.122364924487357,4.574710978503383
1298,22768,DE011M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",175.0,1200.0,1545483.0,T:Total,Y15-74:From 15 to 74 years,32.7,ICCS0401,1130,Düsseldorf,M,Robbery,DE,731.1630085869596,128.79025,6.594636428853329,7.160770205041239,3.487375077903208,5.1647859739235145
1306,22880,DE011M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",176.0,1200.0,1545431.0,T:Total,Y15-74:From 15 to 74 years,29.8,ICCS0401,934,Düsseldorf,M,Robbery,DE,604.3621488115613,128.78591666666665,6.404173602381173,7.160736558035852,3.3945083935113587,5.170483995038151
1314,22992,DE011M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",176.0,1200.0,1552097.0,T:Total,Y15-74:From 15 to 74 years,28.3,ICCS0401,945,Düsseldorf,M,Robbery,DE,608.8536992211183,129.34141666666667,6.411578007685759,7.165040641996166,3.342861804649192,5.170483995038151
1322,23104,DE011M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",169.0,1200.0,1555985.0,T:Total,Y15-74:From 15 to 74 years,25.5,ICCS0401,889,Düsseldorf,M,Robbery,DE,571.3422687236703,129.66541666666666,6.347988449906999,7.167542507795089,3.2386784521643803,5.1298987149230735
1326,23212,DE012M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",121.0,5896.0,1259240.0,T:Total,Y15-24:From 15 to 24 years,5.0,ICCS0401,1271,Bremen,M,Robbery,DE,1009.338966360662,21.35753052917232,6.917050906812225,5.36398948847233,1.6094379124341005,4.795790545596741
1330,23216,DE012M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",121.0,5896.0,1259240.0,T:Total,Y15-74:From 15 to 74 years,26.6,ICCS0401,1271,Bremen,M,Robbery,DE,1009.338966360662,21.35753052917232,6.917050906812225,5.36398948847233,3.2809112157876537,4.795790545596741
1338,23328,DE012M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",120.0,5896.0,1269755.0,T:Total,Y15-74:From 15 to 74 years,21.5,ICCS0401,1113,Bremen,M,Robbery,DE,876.5470504152377,21.535871777476252,6.775990382801052,5.372305092569594,3.068052935133617,4.787491742782046
1346,23440,DE012M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",117.0,5896.0,1274611.0,T:Total,Y15-74:From 15 to 74 years,19.9,ICCS0401,1050,Bremen,M,Robbery,DE,823.7807456549489,21.618232700135685,6.713904409132271,5.376122158114399,2.990719731730447,4.762173934797756
1350,23548,DE012M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,5896.0,1277609.0,T:Total,Y15-24:From 15 to 24 years,5.4,ICCS0401,993,Bremen,M,Robbery,DE,777.2330971369174,21.66908073270013,6.655740301692959,5.378471486447315,1.6863989535702288,4.727387818712341
1354,23552,DE012M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",113.0,5896.0,1277609.0,T:Total,Y15-74:From 15 to 74 years,25.3,ICCS0401,993,Bremen,M,Robbery,DE,777.2330971369174,21.66908073270013,6.655740301692959,5.378471486447315,3.2308043957334744,4.727387818712341
1358,23660,DE013M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",135.0,2973.0,1300687.0,T:Total,Y15-24:From 15 to 24 years,5.1,ICCS0401,909,Hannover,M,Robbery,DE,698.861447834875,43.749983181971075,6.54945250775815,6.081076321385505,1.62924053973028,4.90527477843843
1362,23664,DE013M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",135.0,2973.0,1300687.0,T:Total,Y15-74:From 15 to 74 years,30.6,ICCS0401,909,Hannover,M,Robbery,DE,698.861447834875,43.749983181971075,6.54945250775815,6.081076321385505,3.4210000089583352,4.90527477843843
1370,23776,DE013M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",132.0,2973.0,1306316.0,T:Total,Y15-74:From 15 to 74 years,29.4,ICCS0401,785,Hannover,M,Robbery,DE,600.9265751931385,43.939320551631354,6.398472756012046,6.085394696736539,3.380994674344636,4.882801922586371
1374,23884,DE013M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",133.0,2973.0,1310558.0,T:Total,Y15-24:From 15 to 24 years,6.3,ICCS0401,779,Hannover,M,Robbery,DE,594.4032999684105,44.0820047090481,6.387558045151952,6.0886367356849735,1.840549633397487,4.890349128221754
1378,23888,DE013M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",133.0,2973.0,1310558.0,T:Total,Y15-74:From 15 to 74 years,29.5,ICCS0401,779,Hannover,M,Robbery,DE,594.4032999684105,44.0820047090481,6.387558045151952,6.0886367356849735,3.3843902633457743,4.890349128221754
1382,23996,DE013M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",131.0,2973.0,1315405.0,T:Total,Y15-24:From 15 to 24 years,5.2,ICCS0401,749,Hannover,M,Robbery,DE,569.4063805443951,44.24503868146653,6.344594380514197,6.092328337969199,1.6486586255873816,4.875197323201151
1386,24000,DE013M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",131.0,2973.0,1315405.0,T:Total,Y15-74:From 15 to 74 years,25.2,ICCS0401,749,Hannover,M,Robbery,DE,569.4063805443951,44.24503868146653,6.344594380514197,6.092328337969199,3.226843994517377,4.875197323201151
1394,24112,DE014M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",149.0,2934.0,1324120.0,T:Total,Y15-74:From 15 to 74 years,19.2,ICCS0401,417,Nürnberg,M,Robbery,DE,314.92613962480743,45.13019768234492,5.752338133949951,6.112136687110199,2.954910279033736,5.003946305945459
1402,24224,DE014M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",149.0,2934.0,1333043.0,T:Total,Y15-74:From 15 to 74 years,15.5,ICCS0401,396,Nürnberg,M,Robbery,DE,297.06468583534064,45.43432174505794,5.6939499125136726,6.118852898002155,2.740840023925201,5.003946305945459
1410,24336,DE014M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",149.0,2934.0,1340886.0,T:Total,Y15-74:From 15 to 74 years,13.8,ICCS0401,359,Nürnberg,M,Robbery,DE,267.7334240196407,45.70163599182004,5.589991798988075,6.12471918876155,2.624668592163159,5.003946305945459
1418,24448,DE014M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",146.0,2934.0,1349848.0,T:Total,Y15-74:From 15 to 74 years,15.2,ICCS0401,356,Nürnberg,M,Robbery,DE,263.7333981307525,46.00708929788684,5.574938737333307,6.13138059278007,2.7212954278522306,4.983606621708336
1458,25008,DE018M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,1569.0,423422.0,T:Total,Y15-74:From 15 to 74 years,16.9,ICCS0401,323,Halle an der Saale,M,Robbery,DE,762.8323516491822,26.986743148502228,6.637038284532711,5.597930843921188,2.827313621929028,4.61512051684126
1466,25120,DE018M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",100.0,1569.0,423956.0,T:Total,Y15-74:From 15 to 74 years,13.0,ICCS0401,309,Halle an der Saale,M,Robbery,DE,728.8492202020964,27.020777565328235,6.591466879617681,5.599191202511306,2.5649493574615367,4.605170185988092
1474,25232,DE018M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",101.0,1569.0,424667.0,T:Total,Y15-74:From 15 to 74 years,10.5,ICCS0401,336,Halle an der Saale,M,Robbery,DE,791.2081701662714,27.066093052899937,6.673561106552294,5.600866858642152,2.3513752571634776,4.61512051684126
1482,25344,DE018M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",98.0,1569.0,423839.0,T:Total,Y15-74:From 15 to 74 years,11.0,ICCS0401,335,Halle an der Saale,M,Robbery,DE,790.3944658231073,27.013320586360738,6.672532144667126,5.598915192389182,2.3978952727983707,4.584967478670572
1490,25456,DE019M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",95.0,4145.0,500889.0,T:Total,Y15-74:From 15 to 74 years,15.2,ICCS0401,318,Magdeburg,M,Robbery,DE,634.8711990081636,12.084173703256935,6.453422142111029,4.794481731064026,2.7212954278522306,4.553876891600541
1498,25568,DE019M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",95.0,4145.0,502440.0,T:Total,Y15-74:From 15 to 74 years,9.7,ICCS0401,303,Magdeburg,M,Robbery,DE,603.0570814425603,12.121592279855248,6.402011854672454,4.797573441231794,2.272125885509337,4.553876891600541
1506,25680,DE019M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",94.0,4145.0,501562.0,T:Total,Y15-74:From 15 to 74 years,7.2,ICCS0401,303,Magdeburg,M,Robbery,DE,604.1127517634908,12.100410132689989,6.403760855618303,4.795824440285945,1.9740810260220096,4.543294782270004
1514,25792,DE019M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",94.0,4145.0,500359.0,T:Total,Y15-74:From 15 to 74 years,10.3,ICCS0401,244,Magdeburg,M,Robbery,DE,487.6498673952102,12.071387213510253,6.189597663491831,4.793423052196249,2.33214389523559,4.543294782270004
1522,25904,DE020M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",151.0,1015.0,460332.0,T:Total,Y15-74:From 15 to 74 years,11.5,ICCS0401,243,Wiesbaden,M,Robbery,DE,527.8798780010949,45.352906403940885,6.268868754037545,6.11705935579139,2.4423470353692043,5.017279836814924
1530,26016,DE020M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",151.0,1015.0,463287.0,T:Total,Y15-74:From 15 to 74 years,9.1,ICCS0401,250,Wiesbaden,M,Robbery,DE,539.6223075544964,45.644039408867,6.290869464388089,6.123458119962544,2.2082744135228043,5.017279836814924
1538,26128,DE020M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",146.0,1015.0,465256.0,T:Total,Y15-74:From 15 to 74 years,6.5,ICCS0401,205,Wiesbaden,M,Robbery,DE,440.61763846140616,45.83802955665025,6.088177466389025,6.127699179237769,1.8718021769015916,4.983606621708336
1546,26240,DE020M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",145.0,1015.0,465499.0,T:Total,Y15-74:From 15 to 74 years,6.8,ICCS0401,232,Wiesbaden,M,Robbery,DE,498.38989987089127,45.861970443349755,6.211382702161345,6.128221335993351,1.916922612182061,4.976733742420574
1554,26352,DE021M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,2386.0,464434.0,T:Total,Y15-74:From 15 to 74 years,11.6,ICCS0401,226,Göttingen,M,Robbery,DE,486.6138138034683,19.46496227996647,6.187470818362978,5.271201136215721,2.451005098112319,4.6443908991413725
1562,26464,DE021M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",103.0,2386.0,460675.0,T:Total,Y15-74:From 15 to 74 years,9.8,ICCS0401,224,Göttingen,M,Robbery,DE,486.2430129700982,19.307418273260687,6.186708525616252,5.263074481545201,2.2823823856765264,4.634728988229636
1570,26576,DE021M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",102.0,3022.0,461082.0,T:Total,Y15-74:From 15 to 74 years,6.9,ICCS0401,239,Göttingen,M,Robbery,DE,518.3459775050859,15.25751158173395,6.250642929548186,5.027657037514914,1.9315214116032136,4.624972813284271
1578,26688,DE021M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",99.0,3022.0,460839.0,T:Total,Y15-74:From 15 to 74 years,6.9,ICCS0401,181,Göttingen,M,Robbery,DE,392.7618973220583,15.249470549305096,5.973203569030989,5.027129877366425,1.9315214116032136,4.59511985013459
1586,26800,DE025M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",143.0,781.0,448126.0,T:Total,Y15-74:From 15 to 74 years,7.8,ICCS0401,175,Darmstadt,M,Robbery,DE,390.51516760910994,57.37848911651729,5.967466810034033,6.352254572014069,2.0541237336955462,4.962844630259907
1594,26912,DE025M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",144.0,781.0,452181.0,T:Total,Y15-74:From 15 to 74 years,7.9,ICCS0401,141,Darmstadt,M,Robbery,DE,311.8220358661687,57.89769526248399,5.742432627205889,6.361262671296867,2.066862759472976,4.969813299576001
1602,27024,DE025M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",141.0,781.0,454302.0,T:Total,Y15-74:From 15 to 74 years,7.2,ICCS0401,144,Darmstadt,M,Robbery,DE,316.9697690082808,58.16927016645327,5.7588064034251865,6.365942304275402,1.9740810260220096,4.948759890378168
1610,27136,DE025M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",139.0,781.0,456606.0,T:Total,Y15-74:From 15 to 74 years,6.2,ICCS0401,138,Darmstadt,M,Robbery,DE,302.22993127554173,58.464276568501916,5.711188089525516,6.371001003756277,1.824549292051046,4.934473933130692
1618,27248,DE027M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",118.0,2211.0,645818.0,T:Total,Y15-74:From 15 to 74 years,11.3,ICCS0401,291,Freiburg im Breisgau,M,Robbery,DE,450.5913430718872,29.209317051108098,6.110560815811565,5.677072828466756,2.424802725718295,4.770684624465665
1626,27360,DE027M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",117.0,2211.0,651257.0,T:Total,Y15-74:From 15 to 74 years,10.9,ICCS0401,273,Freiburg im Breisgau,M,Robbery,DE,419.1893522833536,29.455314337403887,6.038322732596825,5.685459439694963,2.388762789235098,4.762173934797756
1650,27696,DE028M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",148.0,2538.0,453820.0,T:Total,Y15-74:From 15 to 74 years,6.1,ICCS0401,92,Regensburg,M,Robbery,DE,202.72354678066196,17.88100866824271,5.3118432123780535,5.186324274360928,1.8082887711792652,4.997212273764115
1674,28032,DE028M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",140.0,2538.0,468440.0,T:Total,Y15-74:From 15 to 74 years,6.6,ICCS0401,81,Regensburg,M,Robbery,DE,172.91435402612927,18.45705279747833,5.152796408480639,5.218031655881741,1.88706964903238,4.941642422609304
1682,28144,DE031M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",88.0,4898.0,310913.0,T:Total,Y15-74:From 15 to 74 years,8.6,ICCS0401,97,Schwerin,M,Robbery,DE,311.9843814829229,6.347754185381788,5.7429531272068655,4.150686171748679,2.151762203259462,4.477336814478207
1690,28256,DE031M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",91.0,4898.0,308230.0,T:Total,Y15-74:From 15 to 74 years,7.8,ICCS0401,114,Schwerin,M,Robbery,DE,369.853680692989,6.292976725193957,5.913107469837782,4.142019299008875,2.0541237336955462,4.51085950651685
1698,28368,DE031M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",89.0,4898.0,308319.0,T:Total,Y15-74:From 15 to 74 years,7.5,ICCS0401,97,Schwerin,M,Robbery,DE,314.6092196718334,6.294793793385056,5.751331296208221,4.142308002747323,2.0149030205422647,4.48863636973214
1706,28480,DE031M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",90.0,4898.0,308436.0,T:Total,Y15-74:From 15 to 74 years,7.0,ICCS0401,110,Schwerin,M,Robbery,DE,356.6380059396439,6.297182523478972,5.876721278380463,4.1426874078641145,1.9459101490553128,4.499809670330265
1714,28592,DE032M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",103.0,2857.0,527169.0,T:Total,Y15-74:From 15 to 74 years,13.5,ICCS0401,281,Erfurt,M,Robbery,DE,533.0358955097892,18.451837591879595,6.278588768070406,5.217749056996841,2.602689685444384,4.634728988229636
