,metroreg,TIME_PERIOD,unit,gdp,area,population,dfunemp_sex,dfunemp_age,unemp per Tsd.,iccs,Nr_Crimes,metroreg_d,metroreg_type,iccs_d,country,crime/population,density,crime/population_log,density_log,unemp_log,gdp_log
10802,BG001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",96.0,10797.0,1679413.0,T:Total,Y15-24:From 15 to 24 years,,ICCS05012,2089,Sofia,M,Burglary of private residential premises,BG,1243.8870009937996,155.5444104843938,7.1259964339593695,5.04693128881433,,4.564348191467836
10803,BG001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",96.0,10797.0,1679413.0,T:Total,Y15-24:From 15 to 24 years,,ICCS050211,105,Sofia,M,Theft of a motorized land vehicle,BG,62.52184543051649,155.5444104843938,4.135516022560327,5.04693128881433,,4.564348191467836
10804,BG001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",96.0,10797.0,1679413.0,T:Total,Y15-74:From 15 to 74 years,19.5,ICCS0101,19,Sofia,M,Intentional homicide,BG,11.3134767921887,155.5444104843938,2.425994651569244,5.04693128881433,2.970414465569701,4.564348191467836
10805,BG001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",96.0,10797.0,1679413.0,T:Total,Y15-74:From 15 to 74 years,19.5,ICCS0401,556,Sofia,M,Robbery,BG,331.0680577082588,155.5444104843938,5.802323966653386,5.04693128881433,2.970414465569701,4.564348191467836
10806,BG001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",96.0,10797.0,1679413.0,T:Total,Y15-74:From 15 to 74 years,19.5,ICCS05012,2089,Sofia,M,Burglary of private residential premises,BG,1243.8870009937996,155.5444104843938,7.1259964339593695,5.04693128881433,2.970414465569701,4.564348191467836
10807,BG001MC,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",96.0,10797.0,1679413.0,T:Total,Y15-74:From 15 to 74 years,19.5,ICCS050211,105,Sofia,M,Theft of a motorized land vehicle,BG,62.52184543051649,155.5444104843938,4.135516022560327,5.04693128881433,2.970414465569701,4.564348191467836
10912,BG001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,10797.0,1678041.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0101,17,Sofia,M,Intentional homicide,BG,10.130860926520866,155.41733814948597,2.315586302459882,5.046114002813468,,4.6443908991413725
10913,BG001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,10797.0,1678041.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0401,527,Sofia,M,Robbery,BG,314.0566887221469,155.41733814948597,5.749573506945028,5.046114002813468,,4.6443908991413725
10914,BG001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,10797.0,1678041.0,T:Total,Y15-24:From 15 to 24 years,,ICCS05012,1706,Sofia,M,Burglary of private residential premises,BG,1016.6616906261527,155.41733814948597,6.92427968645529,5.046114002813468,,4.6443908991413725
10915,BG001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,10797.0,1678041.0,T:Total,Y15-24:From 15 to 24 years,,ICCS050211,117,Sofia,M,Theft of a motorized land vehicle,BG,69.72416049429067,155.41733814948597,4.244546893201422,5.046114002813468,,4.6443908991413725
10916,BG001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,10797.0,1678041.0,T:Total,Y15-74:From 15 to 74 years,16.9,ICCS0101,17,Sofia,M,Intentional homicide,BG,10.130860926520866,155.41733814948597,2.315586302459882,5.046114002813468,2.8273136219290276,4.6443908991413725
10917,BG001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,10797.0,1678041.0,T:Total,Y15-74:From 15 to 74 years,16.9,ICCS0401,527,Sofia,M,Robbery,BG,314.0566887221469,155.41733814948597,5.749573506945028,5.046114002813468,2.8273136219290276,4.6443908991413725
10918,BG001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,10797.0,1678041.0,T:Total,Y15-74:From 15 to 74 years,16.9,ICCS05012,1706,Sofia,M,Burglary of private residential premises,BG,1016.6616906261527,155.41733814948597,6.92427968645529,5.046114002813468,2.8273136219290276,4.6443908991413725
10919,BG001MC,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",104.0,10797.0,1678041.0,T:Total,Y15-74:From 15 to 74 years,16.9,ICCS050211,117,Sofia,M,Theft of a motorized land vehicle,BG,69.72416049429067,155.41733814948597,4.244546893201422,5.046114002813468,2.8273136219290276,4.6443908991413725
11024,BG001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,10797.0,1674651.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0101,14,Sofia,M,Intentional homicide,BG,8.359950819603608,155.10336204501252,2.1234525442567715,5.044091746575621,,4.68213122712422
11025,BG001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,10797.0,1674651.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0401,482,Sofia,M,Robbery,BG,287.82116393206707,155.10336204501252,5.662339328692113,5.044091746575621,,4.68213122712422
11026,BG001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,10797.0,1674651.0,T:Total,Y15-24:From 15 to 24 years,,ICCS05012,1500,Sofia,M,Burglary of private residential premises,BG,895.7090163861008,155.10336204501252,6.797615601731814,5.044091746575621,,4.68213122712422
11027,BG001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,10797.0,1674651.0,T:Total,Y15-24:From 15 to 24 years,,ICCS050211,179,Sofia,M,Theft of a motorized land vehicle,BG,106.88794262207469,155.10336204501252,4.671781020482268,5.044091746575621,,4.68213122712422
11028,BG001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,10797.0,1674651.0,T:Total,Y15-74:From 15 to 74 years,25.1,ICCS0101,14,Sofia,M,Intentional homicide,BG,8.359950819603608,155.10336204501252,2.1234525442567715,5.044091746575621,3.2228678461377385,4.68213122712422
11029,BG001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,10797.0,1674651.0,T:Total,Y15-74:From 15 to 74 years,25.1,ICCS0401,482,Sofia,M,Robbery,BG,287.82116393206707,155.10336204501252,5.662339328692113,5.044091746575621,3.2228678461377385,4.68213122712422
11030,BG001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,10797.0,1674651.0,T:Total,Y15-74:From 15 to 74 years,25.1,ICCS05012,1500,Sofia,M,Burglary of private residential premises,BG,895.7090163861008,155.10336204501252,6.797615601731814,5.044091746575621,3.2228678461377385,4.68213122712422
11031,BG001MC,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",108.0,10797.0,1674651.0,T:Total,Y15-74:From 15 to 74 years,25.1,ICCS050211,179,Sofia,M,Theft of a motorized land vehicle,BG,106.88794262207469,155.10336204501252,4.671781020482268,5.044091746575621,3.2228678461377385,4.68213122712422
11071,BG002M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",38.0,5961.0,678197.0,T:Total,Y15-24:From 15 to 24 years,7.5,ICCS0101,8,Plovdiv,M,Intentional homicide,BG,11.795982583231716,113.77235363194094,2.4677590144541197,4.734199553970064,2.0149030205422647,3.6375861597263857
11072,BG002M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",38.0,5961.0,678197.0,T:Total,Y15-24:From 15 to 24 years,7.5,ICCS0401,229,Plovdiv,M,Robbery,BG,337.6600014450078,113.77235363194094,5.8220394763285235,4.734199553970064,2.0149030205422647,3.6375861597263857
11073,BG002M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",38.0,5961.0,678197.0,T:Total,Y15-24:From 15 to 24 years,7.5,ICCS050211,106,Plovdiv,M,Theft of a motorized land vehicle,BG,156.29676922782025,113.77235363194094,5.051756566886351,4.734199553970064,2.0149030205422647,3.6375861597263857
11100,BG002M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",39.0,5961.0,675586.0,T:Total,Y15-24:From 15 to 24 years,4.5,ICCS0101,8,Plovdiv,M,Intentional homicide,BG,11.841571613384529,113.33433987585975,2.471616358263938,4.730342210160245,1.5040773967762742,3.6635616461296463
11101,BG002M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",39.0,5961.0,675586.0,T:Total,Y15-24:From 15 to 24 years,4.5,ICCS0401,158,Plovdiv,M,Robbery,BG,233.87103936434443,113.33433987585975,5.454769849611069,4.730342210160245,1.5040773967762742,3.6635616461296463
11141,BG002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",42.0,5961.0,673283.0,T:Total,Y15-24:From 15 to 24 years,3.3,ICCS0101,5,Plovdiv,M,Intentional homicide,BG,7.4262977083930535,112.94799530280154,2.0050274449584498,4.726927494219998,1.1939224684724346,3.7376696182833684
11142,BG002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",42.0,5961.0,673283.0,T:Total,Y15-24:From 15 to 24 years,3.3,ICCS0401,137,Plovdiv,M,Robbery,BG,203.48055720996965,112.94799530280154,5.315570458352474,4.726927494219998,1.1939224684724346,3.7376696182833684
11143,BG002M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",42.0,5961.0,673283.0,T:Total,Y15-24:From 15 to 24 years,3.3,ICCS05012,680,Plovdiv,M,Burglary of private residential premises,BG,1009.9764883414553,112.94799530280154,6.917682330694502,4.726927494219998,1.1939224684724346,3.7376696182833684
11222,BG002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",42.0,5961.0,671573.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0101,7,Plovdiv,M,Intentional homicide,BG,10.423289798726275,112.66113068277134,2.344042706143696,4.724384469655965,,3.7376696182833684
11223,BG002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",42.0,5961.0,671573.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0401,132,Plovdiv,M,Robbery,BG,196.55346477598115,112.66113068277134,5.2809344796747535,4.724384469655965,,3.7376696182833684
11224,BG002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",42.0,5961.0,671573.0,T:Total,Y15-24:From 15 to 24 years,,ICCS05012,546,Plovdiv,M,Burglary of private residential premises,BG,813.0166043006494,112.66113068277134,6.700751532833287,4.724384469655965,,3.7376696182833684
11225,BG002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",42.0,5961.0,671573.0,T:Total,Y15-74:From 15 to 74 years,15.6,ICCS0101,7,Plovdiv,M,Intentional homicide,BG,10.423289798726275,112.66113068277134,2.344042706143696,4.724384469655965,2.747270914255491,3.7376696182833684
11226,BG002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",42.0,5961.0,671573.0,T:Total,Y15-74:From 15 to 74 years,15.6,ICCS0401,132,Plovdiv,M,Robbery,BG,196.55346477598115,112.66113068277134,5.2809344796747535,4.724384469655965,2.747270914255491,3.7376696182833684
11227,BG002M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",42.0,5961.0,671573.0,T:Total,Y15-74:From 15 to 74 years,15.6,ICCS05012,546,Plovdiv,M,Burglary of private residential premises,BG,813.0166043006494,112.66113068277134,6.700751532833287,4.724384469655965,2.747270914255491,3.7376696182833684
11332,BG002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",43.0,5961.0,669796.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0101,6,Plovdiv,M,Intentional homicide,BG,8.95795137623993,112.36302633786278,2.1925415597998397,4.721734936172563,,3.7612001156935624
11333,BG002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",43.0,5961.0,669796.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0401,115,Plovdiv,M,Robbery,BG,171.69406804459865,112.36302633786278,5.145714218935035,4.721734936172563,,3.7612001156935624
11334,BG002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",43.0,5961.0,669796.0,T:Total,Y15-24:From 15 to 24 years,,ICCS05012,477,Plovdiv,M,Burglary of private residential premises,BG,712.1571344110745,112.36302633786278,6.568298581460126,4.721734936172563,,3.7612001156935624
11335,BG002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",43.0,5961.0,669796.0,T:Total,Y15-24:From 15 to 24 years,,ICCS050211,9,Plovdiv,M,Theft of a motorized land vehicle,BG,13.436927064359894,112.36302633786278,2.5980066679080043,4.721734936172563,,3.7612001156935624
11336,BG002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",43.0,5961.0,669796.0,T:Total,Y15-74:From 15 to 74 years,11.6,ICCS0101,6,Plovdiv,M,Intentional homicide,BG,8.95795137623993,112.36302633786278,2.1925415597998397,4.721734936172563,2.451005098112319,3.7612001156935624
11337,BG002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",43.0,5961.0,669796.0,T:Total,Y15-74:From 15 to 74 years,11.6,ICCS0401,115,Plovdiv,M,Robbery,BG,171.69406804459865,112.36302633786278,5.145714218935035,4.721734936172563,2.451005098112319,3.7612001156935624
11338,BG002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",43.0,5961.0,669796.0,T:Total,Y15-74:From 15 to 74 years,11.6,ICCS05012,477,Plovdiv,M,Burglary of private residential premises,BG,712.1571344110745,112.36302633786278,6.568298581460126,4.721734936172563,2.451005098112319,3.7612001156935624
11339,BG002M,2018,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",43.0,5961.0,669796.0,T:Total,Y15-74:From 15 to 74 years,11.6,ICCS050211,9,Plovdiv,M,Theft of a motorized land vehicle,BG,13.436927064359894,112.36302633786278,2.5980066679080043,4.721734936172563,2.451005098112319,3.7612001156935624
11444,BG002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",45.0,5961.0,668334.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0101,7,Plovdiv,M,Intentional homicide,BG,10.473805013660833,112.11776547559134,2.3488773794591533,4.719549796340507,,3.8066624897703196
11445,BG002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",45.0,5961.0,668334.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0401,80,Plovdiv,M,Robbery,BG,119.7006287275524,112.11776547559134,4.7849938650777215,4.719549796340507,,3.8066624897703196
11446,BG002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",45.0,5961.0,668334.0,T:Total,Y15-24:From 15 to 24 years,,ICCS05012,357,Plovdiv,M,Burglary of private residential premises,BG,534.1640556967025,112.11776547559134,6.280703012183479,4.719549796340507,,3.8066624897703196
11447,BG002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",45.0,5961.0,668334.0,T:Total,Y15-24:From 15 to 24 years,,ICCS050211,15,Plovdiv,M,Theft of a motorized land vehicle,BG,22.443867886416072,112.11776547559134,3.1110174315060504,4.719549796340507,,3.8066624897703196
11448,BG002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",45.0,5961.0,668334.0,T:Total,Y15-74:From 15 to 74 years,7.6,ICCS0101,7,Plovdiv,M,Intentional homicide,BG,10.473805013660833,112.11776547559134,2.3488773794591533,4.719549796340507,2.028148247292285,3.8066624897703196
11449,BG002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",45.0,5961.0,668334.0,T:Total,Y15-74:From 15 to 74 years,7.6,ICCS0401,80,Plovdiv,M,Robbery,BG,119.7006287275524,112.11776547559134,4.7849938650777215,4.719549796340507,2.028148247292285,3.8066624897703196
11450,BG002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",45.0,5961.0,668334.0,T:Total,Y15-74:From 15 to 74 years,7.6,ICCS05012,357,Plovdiv,M,Burglary of private residential premises,BG,534.1640556967025,112.11776547559134,6.280703012183479,4.719549796340507,2.028148247292285,3.8066624897703196
11451,BG002M,2019,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",45.0,5961.0,668334.0,T:Total,Y15-74:From 15 to 74 years,7.6,ICCS050211,15,Plovdiv,M,Theft of a motorized land vehicle,BG,22.443867886416072,112.11776547559134,3.1110174315060504,4.719549796340507,2.028148247292285,3.8066624897703196
11556,BG002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",47.0,5961.0,666801.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0101,4,Plovdiv,M,Intentional homicide,BG,5.998791243564422,111.86059386009059,1.7915579895264533,4.7172533983377845,,3.8501476017100584
11557,BG002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",47.0,5961.0,666801.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0401,78,Plovdiv,M,Robbery,BG,116.97642924950623,111.86059386009059,4.761972455096155,4.7172533983377845,,3.8501476017100584
11558,BG002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",47.0,5961.0,666801.0,T:Total,Y15-24:From 15 to 24 years,,ICCS05012,261,Plovdiv,M,Burglary of private residential premises,BG,391.4211286425785,111.86059386009059,5.969784035729256,4.7172533983377845,,3.8501476017100584
11559,BG002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",47.0,5961.0,666801.0,T:Total,Y15-24:From 15 to 24 years,,ICCS050211,18,Plovdiv,M,Theft of a motorized land vehicle,BG,26.9945605960399,111.86059386009059,3.2956353863027275,4.7172533983377845,,3.8501476017100584
11560,BG002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",47.0,5961.0,666801.0,T:Total,Y15-74:From 15 to 74 years,9.2,ICCS0101,4,Plovdiv,M,Intentional homicide,BG,5.998791243564422,111.86059386009059,1.7915579895264533,4.7172533983377845,2.2192034840549946,3.8501476017100584
11561,BG002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",47.0,5961.0,666801.0,T:Total,Y15-74:From 15 to 74 years,9.2,ICCS0401,78,Plovdiv,M,Robbery,BG,116.97642924950623,111.86059386009059,4.761972455096155,4.7172533983377845,2.2192034840549946,3.8501476017100584
11562,BG002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",47.0,5961.0,666801.0,T:Total,Y15-74:From 15 to 74 years,9.2,ICCS05012,261,Plovdiv,M,Burglary of private residential premises,BG,391.4211286425785,111.86059386009059,5.969784035729256,4.7172533983377845,2.2192034840549946,3.8501476017100584
11563,BG002M,2020,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",47.0,5961.0,666801.0,T:Total,Y15-74:From 15 to 74 years,9.2,ICCS050211,18,Plovdiv,M,Theft of a motorized land vehicle,BG,26.9945605960399,111.86059386009059,3.2956353863027275,4.7172533983377845,2.2192034840549946,3.8501476017100584
11603,BG003M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",50.0,3822.0,474076.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0101,6,Varna,M,Intentional homicide,BG,12.656198584193252,124.03872318158032,2.5381471018150648,4.820593800577046,,3.912023005428146
11604,BG003M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",50.0,3822.0,474076.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0401,184,Varna,M,Robbery,BG,388.12342324859304,124.03872318158032,5.961323390195995,4.820593800577046,,3.912023005428146
11605,BG003M,2014,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",50.0,3822.0,474076.0,T:Total,Y15-24:From 15 to 24 years,,ICCS050211,439,Varna,M,Theft of a motorized land vehicle,BG,926.0118630768062,124.03872318158032,6.83088704566218,4.820593800577046,,3.912023005428146
11632,BG003M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",49.0,3822.0,473804.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0101,11,Varna,M,Intentional homicide,BG,23.21635106499734,123.96755625327054,3.144856817710708,4.820019888251719,,3.8918202981106265
11633,BG003M,2015,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",49.0,3822.0,473804.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0401,209,Varna,M,Robbery,BG,441.11067023494945,123.96755625327054,6.089295796877148,4.820019888251719,,3.8918202981106265
11673,BG003M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",48.0,3822.0,472926.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0101,1,Varna,M,Intentional homicide,BG,2.114495713917188,123.73783359497645,0.7488163509324606,4.818165082231595,,3.871201010907891
11674,BG003M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",48.0,3822.0,472926.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0401,132,Varna,M,Robbery,BG,279.1134342370688,123.73783359497645,5.631618273518831,4.818165082231595,,3.871201010907891
11675,BG003M,2016,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",48.0,3822.0,472926.0,T:Total,Y15-24:From 15 to 24 years,,ICCS05012,568,Varna,M,Burglary of private residential premises,BG,1201.0335655049628,123.73783359497645,7.090937769653612,4.818165082231595,,3.871201010907891
11754,BG003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",49.0,3822.0,472654.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0101,5,Varna,M,Intentional homicide,BG,10.57856275414997,123.66666666666667,2.3588295716588306,4.817589773939326,,3.8918202981106265
11755,BG003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",49.0,3822.0,472654.0,T:Total,Y15-24:From 15 to 24 years,,ICCS0401,144,Varna,M,Robbery,BG,304.66260731951917,123.66666666666667,5.719204958800731,4.817589773939326,,3.8918202981106265
11756,BG003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",49.0,3822.0,472654.0,T:Total,Y15-24:From 15 to 24 years,,ICCS05012,568,Varna,M,Burglary of private residential premises,BG,1201.7247288714366,123.66666666666667,7.091513077945882,4.817589773939326,,3.8918202981106265
11757,BG003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",49.0,3822.0,472654.0,T:Total,Y15-74:From 15 to 74 years,16.7,ICCS0101,5,Varna,M,Intentional homicide,BG,10.57856275414997,123.66666666666667,2.3588295716588306,4.817589773939326,2.8154087194227095,3.8918202981106265
11758,BG003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",49.0,3822.0,472654.0,T:Total,Y15-74:From 15 to 74 years,16.7,ICCS0401,144,Varna,M,Robbery,BG,304.66260731951917,123.66666666666667,5.719204958800731,4.817589773939326,2.8154087194227095,3.8918202981106265
11759,BG003M,2017,"PPS_HAB_EU27_2020:Purchasing power standard (PPS, EU27 from 2020), per inhabitant in percentage of the EU27 (from 2020) average",49.0,3822.0,472654.0,T:Total,Y15-74:From 15 to 74 years,16.7,ICCS05012,568,Varna,M,Burglary of private residential premises,BG,1201.7247288714366,123.66666666666667,7.091513077945882,4.817589773939326,2.8154087194227095,3.8918202981106265
