DATAFLOW,LAST UPDATE,freq,unit,sex,age,icd10,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2013,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2014,0.41,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2015,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2016,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2017,0,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2018,0.37,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2019,0,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,MT:Malta,2020,0,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2011,0.6,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2012,0.57,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2013,1.17,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2014,1.07,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2015,1.51,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2016,1.42,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2017,1.34,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2018,1.41,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2019,1.25,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NL:Netherlands,2020,1.13,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2011,1.32,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2012,1.32,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2013,1.67,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2014,1.3,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2015,1.12,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2016,0.98,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2017,1.13,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2018,1.42,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2019,0.85,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,NO:Norway,2020,1.13,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2011,1.16,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2012,1.15,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2013,1.05,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2014,1.01,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2015,1.33,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2016,1.86,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2017,2.03,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2018,1.99,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2019,2.34,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PL:Poland,2020,2.78,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2011,0.3,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2012,0.33,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2013,0.18,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2014,0.09,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2015,0.18,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2016,0.18,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2017,0.22,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2018,0.13,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2019,0.19,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,PT:Portugal,2020,0.23,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2011,0.25,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2012,0.1,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2013,0.14,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2014,0.4,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2015,0.3,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2016,0.38,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2017,0.32,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2018,0.24,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2019,0.42,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RO:Romania,2020,0.37,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2011,0.31,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2012,0.54,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2013,0.45,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2014,0.42,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2015,0.46,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2016,0.45,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2017,0.44,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2018,0.5,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2019,0.61,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,RS:Serbia,2020,0.54,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SE:Sweden,2011,1,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SE:Sweden,2012,0.88,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SE:Sweden,2013,0.93,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SE:Sweden,2014,0.96,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SE:Sweden,2015,0.92,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SE:Sweden,2016,0.87,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SE:Sweden,2017,1.27,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SE:Sweden,2018,0.93,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SE:Sweden,2019,1.13,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SE:Sweden,2020,1.26,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SI:Slovenia,2011,2.13,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SI:Slovenia,2012,2.04,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SI:Slovenia,2013,3.66,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SI:Slovenia,2014,2.93,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SI:Slovenia,2015,4.2,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SI:Slovenia,2016,3.48,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SI:Slovenia,2017,5.48,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SI:Slovenia,2018,5.31,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SI:Slovenia,2019,5.51,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SI:Slovenia,2020,5.35,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SK:Slovakia,2011,0.35,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SK:Slovakia,2012,0.52,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SK:Slovakia,2013,0.4,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SK:Slovakia,2014,0.9,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SK:Slovakia,2015,0.57,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SK:Slovakia,2016,0.69,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SK:Slovakia,2017,0.79,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SK:Slovakia,2018,0.6,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SK:Slovakia,2019,1.25,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,SK:Slovakia,2020,0.5,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,TR:Türkiye,2011,0.01,d
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,TR:Türkiye,2012,0.03,d
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,TR:Türkiye,2013,0.01,d
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,TR:Türkiye,2014,0,d
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,TR:Türkiye,2015,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,TR:Türkiye,2016,0,d
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,TR:Türkiye,2017,0,d
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,TR:Türkiye,2018,0,d
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,TR:Türkiye,2019,0.01,d
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,TR:Türkiye,2020,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,UK:United Kingdom,2011,0.74,d
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,UK:United Kingdom,2012,0.7,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,UK:United Kingdom,2013,0.56,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,UK:United Kingdom,2014,0.78,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,UK:United Kingdom,2015,0.73,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,UK:United Kingdom,2016,0.78,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,UK:United Kingdom,2017,0.89,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,UK:United Kingdom,2018,0.94,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,UK:United Kingdom,2019,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,F:Females,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,UK:United Kingdom,2020,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AL:Albania,2011,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AL:Albania,2012,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AL:Albania,2013,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AL:Albania,2014,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AL:Albania,2015,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AL:Albania,2016,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AL:Albania,2017,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AL:Albania,2018,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AL:Albania,2019,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AL:Albania,2020,,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AT:Austria,2011,9.2,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AT:Austria,2012,10.11,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AT:Austria,2013,9.93,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AT:Austria,2014,9.28,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AT:Austria,2015,10.76,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AT:Austria,2016,10.12,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AT:Austria,2017,9.65,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AT:Austria,2018,10.35,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AT:Austria,2019,9.55,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,AT:Austria,2020,10.71,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,BE:Belgium,2011,5.4,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,BE:Belgium,2012,6.12,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,BE:Belgium,2013,6.32,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,BE:Belgium,2014,5.47,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,BE:Belgium,2015,5.62,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,BE:Belgium,2016,5.48,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,BE:Belgium,2017,6.06,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,BE:Belgium,2018,5.53,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,BE:Belgium,2019,5.2,
ESTAT:TPS00140(1.0),18/10/23 23:00:00,A:Annual,RT:Rate,M:Males,TOTAL:Total,F10:Mental and behavioural disorders due to use of alcohol,BE:Belgium,2020,5.65,
