DATAFLOW,LAST UPDATE,freq,unit,indic_is,ind_type,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DE:Germany,2022,47.73,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DE:Germany,2023,48.61,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DK:Denmark,2011,55.36,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DK:Denmark,2013,63.60,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DK:Denmark,2014,66.49,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DK:Denmark,2015,64.86,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DK:Denmark,2016,74.37,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DK:Denmark,2017,75.50,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DK:Denmark,2018,78.64,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DK:Denmark,2019,80.76,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DK:Denmark,2020,85.01,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DK:Denmark,2021,85.42,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DK:Denmark,2022,84.73,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,DK:Denmark,2023,91.02,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA19:Euro area - 19 countries  (2015-2022),2011,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA19:Euro area - 19 countries  (2015-2022),2013,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA19:Euro area - 19 countries  (2015-2022),2014,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA19:Euro area - 19 countries  (2015-2022),2015,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA19:Euro area - 19 countries  (2015-2022),2016,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA19:Euro area - 19 countries  (2015-2022),2017,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA19:Euro area - 19 countries  (2015-2022),2018,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA19:Euro area - 19 countries  (2015-2022),2019,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA19:Euro area - 19 countries  (2015-2022),2020,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA19:Euro area - 19 countries  (2015-2022),2021,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA19:Euro area - 19 countries  (2015-2022),2022,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA19:Euro area - 19 countries  (2015-2022),2023,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA20:Euro area – 20 countries (from 2023),2011,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA20:Euro area – 20 countries (from 2023),2013,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA20:Euro area – 20 countries (from 2023),2014,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA20:Euro area – 20 countries (from 2023),2015,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA20:Euro area – 20 countries (from 2023),2016,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA20:Euro area – 20 countries (from 2023),2017,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA20:Euro area – 20 countries (from 2023),2018,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA20:Euro area – 20 countries (from 2023),2019,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA20:Euro area – 20 countries (from 2023),2020,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA20:Euro area – 20 countries (from 2023),2021,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA20:Euro area – 20 countries (from 2023),2022,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EA20:Euro area – 20 countries (from 2023),2023,,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EE:Estonia,2011,36.52,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EE:Estonia,2013,48.82,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EE:Estonia,2014,50.64,b
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EE:Estonia,2015,55.83,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EE:Estonia,2016,57.45,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EE:Estonia,2017,60.31,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EE:Estonia,2018,62.07,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EE:Estonia,2019,65.14,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EE:Estonia,2020,65.20,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EE:Estonia,2021,67.33,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EE:Estonia,2022,66.08,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EE:Estonia,2023,68.49,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EL:Greece,2011,28.06,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EL:Greece,2013,36.11,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EL:Greece,2014,40.65,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EL:Greece,2015,43.91,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EL:Greece,2016,46.65,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EL:Greece,2017,49.97,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EL:Greece,2018,53.03,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EL:Greece,2019,56.69,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EL:Greece,2020,59.41,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EL:Greece,2021,62.05,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EL:Greece,2022,67.03,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EL:Greece,2023,68.10,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,ES:Spain,2011,34.65,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,ES:Spain,2013,45.92,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,ES:Spain,2014,51.11,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,ES:Spain,2015,50.93,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,ES:Spain,2016,53.79,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,ES:Spain,2017,57.17,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,ES:Spain,2018,58.06,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,ES:Spain,2019,58.61,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,ES:Spain,2020,64.68,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,ES:Spain,2021,64.66,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,ES:Spain,2022,63.22,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,ES:Spain,2023,64.49,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EU27_2020:European Union - 27 countries (from 2020),2011,36.08,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EU27_2020:European Union - 27 countries (from 2020),2013,40.78,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EU27_2020:European Union - 27 countries (from 2020),2014,43.61,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EU27_2020:European Union - 27 countries (from 2020),2015,47.90,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EU27_2020:European Union - 27 countries (from 2020),2016,49.24,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EU27_2020:European Union - 27 countries (from 2020),2017,51.80,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EU27_2020:European Union - 27 countries (from 2020),2018,53.73,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EU27_2020:European Union - 27 countries (from 2020),2019,54.16,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EU27_2020:European Union - 27 countries (from 2020),2020,57.26,e
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EU27_2020:European Union - 27 countries (from 2020),2021,56.84,b
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EU27_2020:European Union - 27 countries (from 2020),2022,58.14,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,EU27_2020:European Union - 27 countries (from 2020),2023,59.25,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FI:Finland,2011,44.64,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FI:Finland,2013,51.31,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FI:Finland,2014,55.56,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FI:Finland,2015,58.17,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FI:Finland,2016,61.66,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FI:Finland,2017,66.01,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FI:Finland,2018,66.94,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FI:Finland,2019,66.68,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FI:Finland,2020,75.07,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FI:Finland,2021,75.11,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FI:Finland,2022,75.68,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FI:Finland,2023,79.22,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FR:France,2011,35.55,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FR:France,2013,37.75,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FR:France,2014,38.53,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FR:France,2015,37.72,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FR:France,2016,39.85,
ESTAT:TIN00127(1.0),03/01/24 23:00:00,A:Annual,PC_IND:Percentage of individuals,"I_IUSNET:Internet use: participating in social networks (creating user profile, posting messages or other contributions to facebook, twitter, etc.)",IND_TOTAL:All Individuals,FR:France,2017,42.81,
