DATAFLOW,LAST UPDATE,freq,unit,iccs,metroreg,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE001MC:Berlin,2012,60,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE001MC:Berlin,2013,67,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE001MC:Berlin,2014,59,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE001MC:Berlin,2015,55,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE001MC:Berlin,2016,61,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE001MC:Berlin,2017,64,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE001MC:Berlin,2018,41,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE001MC:Berlin,2019,54,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE002M:Hamburg,2012,34,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE002M:Hamburg,2013,23,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE002M:Hamburg,2014,31,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE002M:Hamburg,2015,26,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE002M:Hamburg,2016,23,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE002M:Hamburg,2017,31,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE002M:Hamburg,2018,32,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE002M:Hamburg,2019,30,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE003M:München,2012,18,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE003M:München,2013,11,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE003M:München,2014,11,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE003M:München,2015,17,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE003M:München,2016,26,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE003M:München,2017,13,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE003M:München,2018,25,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE003M:München,2019,9,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE004M:Köln,2012,11,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE004M:Köln,2013,21,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE004M:Köln,2014,13,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE004M:Köln,2015,19,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE004M:Köln,2016,18,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE004M:Köln,2017,12,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE004M:Köln,2018,12,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE004M:Köln,2019,20,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE005M:Frankfurt am Main,2012,25,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE005M:Frankfurt am Main,2013,21,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE005M:Frankfurt am Main,2014,23,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE005M:Frankfurt am Main,2015,29,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE005M:Frankfurt am Main,2016,19,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE005M:Frankfurt am Main,2017,32,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE005M:Frankfurt am Main,2018,25,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE005M:Frankfurt am Main,2019,33,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE007M:Stuttgart,2012,14,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE007M:Stuttgart,2013,14,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE007M:Stuttgart,2014,27,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE007M:Stuttgart,2015,18,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE007M:Stuttgart,2016,18,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE007M:Stuttgart,2017,19,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE007M:Stuttgart,2018,17,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE007M:Stuttgart,2019,14,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE008M:Leipzig,2012,17,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE008M:Leipzig,2013,7,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE008M:Leipzig,2014,7,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE008M:Leipzig,2015,8,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE008M:Leipzig,2016,7,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE008M:Leipzig,2017,12,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE008M:Leipzig,2018,7,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE008M:Leipzig,2019,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE009M:Dresden,2012,6,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE009M:Dresden,2013,9,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE009M:Dresden,2014,8,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE009M:Dresden,2015,15,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE009M:Dresden,2016,6,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE009M:Dresden,2017,10,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE009M:Dresden,2018,9,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE009M:Dresden,2019,9,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE011M:Düsseldorf,2012,8,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE011M:Düsseldorf,2013,15,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE011M:Düsseldorf,2014,14,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE011M:Düsseldorf,2015,8,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE011M:Düsseldorf,2016,9,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE011M:Düsseldorf,2017,7,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE011M:Düsseldorf,2018,5,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE011M:Düsseldorf,2019,7,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE012M:Bremen,2012,9,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE012M:Bremen,2013,14,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE012M:Bremen,2014,15,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE012M:Bremen,2015,55,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE012M:Bremen,2016,88,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE012M:Bremen,2017,62,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE012M:Bremen,2018,14,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE012M:Bremen,2019,8,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE013M:Hannover,2012,6,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE013M:Hannover,2013,9,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE013M:Hannover,2014,11,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE013M:Hannover,2015,13,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE013M:Hannover,2016,13,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE013M:Hannover,2017,12,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE013M:Hannover,2018,13,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE013M:Hannover,2019,11,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE014M:Nürnberg,2012,5,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE014M:Nürnberg,2013,10,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE014M:Nürnberg,2014,6,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE014M:Nürnberg,2015,9,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE014M:Nürnberg,2016,9,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE014M:Nürnberg,2017,12,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE014M:Nürnberg,2018,11,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE014M:Nürnberg,2019,8,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE017M:Bielefeld,2012,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE017M:Bielefeld,2013,0,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE017M:Bielefeld,2014,2,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE017M:Bielefeld,2015,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE017M:Bielefeld,2016,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE017M:Bielefeld,2017,1,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE017M:Bielefeld,2018,2,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE017M:Bielefeld,2019,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE018M:Halle an der Saale,2012,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE018M:Halle an der Saale,2013,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE018M:Halle an der Saale,2014,5,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE018M:Halle an der Saale,2015,7,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE018M:Halle an der Saale,2016,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE018M:Halle an der Saale,2017,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE018M:Halle an der Saale,2018,7,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE018M:Halle an der Saale,2019,2,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE019M:Magdeburg,2012,6,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE019M:Magdeburg,2013,6,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE019M:Magdeburg,2014,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE019M:Magdeburg,2015,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE019M:Magdeburg,2016,8,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE019M:Magdeburg,2017,9,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE019M:Magdeburg,2018,11,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE019M:Magdeburg,2019,2,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE020M:Wiesbaden,2012,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE020M:Wiesbaden,2013,5,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE020M:Wiesbaden,2014,8,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE020M:Wiesbaden,2015,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE020M:Wiesbaden,2016,2,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE020M:Wiesbaden,2017,0,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE020M:Wiesbaden,2018,1,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE020M:Wiesbaden,2019,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE021M:Göttingen,2012,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE021M:Göttingen,2013,5,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE021M:Göttingen,2014,10,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE021M:Göttingen,2015,5,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE021M:Göttingen,2016,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE021M:Göttingen,2017,7,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE021M:Göttingen,2018,6,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE021M:Göttingen,2019,6,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE025M:Darmstadt,2012,8,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE025M:Darmstadt,2013,1,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE025M:Darmstadt,2014,2,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE025M:Darmstadt,2015,1,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE025M:Darmstadt,2016,6,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE025M:Darmstadt,2017,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE025M:Darmstadt,2018,7,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE025M:Darmstadt,2019,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE027M:Freiburg im Breisgau,2012,6,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE027M:Freiburg im Breisgau,2013,5,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE027M:Freiburg im Breisgau,2014,9,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE027M:Freiburg im Breisgau,2015,5,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE027M:Freiburg im Breisgau,2016,9,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE027M:Freiburg im Breisgau,2017,6,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE027M:Freiburg im Breisgau,2018,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE027M:Freiburg im Breisgau,2019,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE028M:Regensburg,2012,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE028M:Regensburg,2013,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE028M:Regensburg,2014,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE028M:Regensburg,2015,2,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE028M:Regensburg,2016,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE028M:Regensburg,2017,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE028M:Regensburg,2018,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE028M:Regensburg,2019,0,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE031M:Schwerin,2012,1,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE031M:Schwerin,2013,1,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE031M:Schwerin,2014,1,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE031M:Schwerin,2015,2,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE031M:Schwerin,2016,0,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE031M:Schwerin,2017,2,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE031M:Schwerin,2018,2,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE031M:Schwerin,2019,1,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE032M:Erfurt,2012,1,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE032M:Erfurt,2013,6,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE032M:Erfurt,2014,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE032M:Erfurt,2015,7,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE032M:Erfurt,2016,4,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE032M:Erfurt,2017,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE032M:Erfurt,2018,6,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE032M:Erfurt,2019,3,
ESTAT:MET_CRIM_GEN(1.0),07/12/23 23:00:00,A:Annual,NR:Number,ICCS0101:Intentional homicide,DE033M:Augsburg,2012,7,
